chr	bin_start	bin_end	bin_len	chr_ind	bin_ind
chr2	45000000	46000000	1000000	2	296	0.931338
chr2	46000000	47000000	1000000	2	297	0.938978
chr2	47000000	48000000	1000000	2	298	0.880703333333
chr2	48000000	49000000	1000000	2	299	0.875930666667
chr2	49000000	50000000	1000000	2	300	0.916199
chr2	50000000	51000000	1000000	2	301	0.954779
chr2	51000000	52000000	1000000	2	302	0.931610916667
chr2	52000000	53000000	1000000	2	303	0.921524083333
chr2	53000000	54000000	1000000	2	304	0.915472333334
chr2	54000000	55000000	1000000	2	305	0.911540666667
chr2	55000000	56000000	1000000	2	306	0.8815
chr2	56000000	57000000	1000000	2	307	0.896168
chr2	57000000	58000000	1000000	2	308	0.899734
chr2	58000000	59000000	1000000	2	309	0.92832
chr2	59000000	60000000	1000000	2	310	0.937906
chr2	60000000	61000000	1000000	2	311	0.917208
chr2	61000000	62000000	1000000	2	312	0.852589
chr2	62000000	63000000	1000000	2	313	0.85156
chr2	63000000	64000000	1000000	2	314	0.881489
chr2	64000000	65000000	1000000	2	315	0.917401
chr2	65000000	66000000	1000000	2	316	0.884187
chr2	66000000	67000000	1000000	2	317	0.898211
chr2	67000000	68000000	1000000	2	318	0.925625
chr2	68000000	69000000	1000000	2	319	0.902528
chr2	69000000	70000000	1000000	2	320	0.913562277778
chr2	70000000	71000000	1000000	2	321	0.877623722222
chr2	71000000	72000000	1000000	2	322	0.879443
chr2	72000000	73000000	1000000	2	323	0.911083
chr2	73000000	74000000	1000000	2	324	0.87144
chr2	74000000	75000000	1000000	2	325	0.88104
chr2	75000000	76000000	1000000	2	326	0.914198
chr2	76000000	77000000	1000000	2	327	0.901725
chr2	77000000	78000000	1000000	2	328	0.893373
chr2	78000000	79000000	1000000	2	329	0.917577
chr2	79000000	80000000	1000000	2	330	0.926071
chr2	80000000	81000000	1000000	2	331	0.943475
chr2	81000000	82000000	1000000	2	332	0.9269
chr2	82000000	83000000	1000000	2	333	0.934537416667
chr2	83000000	84000000	1000000	2	334	0.922252083333
chr2	84000000	85000000	1000000	2	335	0.9009085
chr2	85000000	86000000	1000000	2	336	0.86422
chr2	86000000	87000000	1000000	2	337	0.870403
chr2	87000000	88000000	1000000	2	338	0.2036035
chr2	88000000	89000000	1000000	2	339	0.653774222222
chr2	89000000	90000000	1000000	2	340	0.393755777778
chr2	90000000	91000000	1000000	2	341	0.122133
chr2	91000000	92000000	1000000	2	342	0.12344
chr2	92000000	93000000	1000000	2	343	0.097576
chr2	93000000	94000000	1000000	2	344	0.0
chr2	94000000	95000000	1000000	2	345	0.0
chr2	95000000	96000000	1000000	2	346	0.5035085
chr2	96000000	97000000	1000000	2	347	0.560221
chr2	97000000	98000000	1000000	2	348	0.6593195
chr2	98000000	99000000	1000000	2	349	0.7220045
chr2	99000000	100000000	1000000	2	350	0.878581
chr2	100000000	101000000	1000000	2	351	0.899171
chr2	101000000	102000000	1000000	2	352	0.886102
chr2	102000000	103000000	1000000	2	353	0.916511
chr2	103000000	104000000	1000000	2	354	0.93194
chr2	104000000	105000000	1000000	2	355	0.946265
chr2	105000000	106000000	1000000	2	356	0.92377
chr2	106000000	107000000	1000000	2	357	0.893394333333
chr2	107000000	108000000	1000000	2	358	0.837138666667
chr2	108000000	109000000	1000000	2	359	0.852901
chr2	109000000	110000000	1000000	2	360	0.826081
chr2	110000000	111000000	1000000	2	361	0.4401835
chr2	111000000	112000000	1000000	2	362	0.5818285
chr2	112000000	113000000	1000000	2	363	0.543646
chr2	113000000	114000000	1000000	2	364	0.810598
chr2	114000000	115000000	1000000	2	365	0.692058
chr2	115000000	116000000	1000000	2	366	0.922853
chr2	116000000	117000000	1000000	2	367	0.909185
chr2	117000000	118000000	1000000	2	368	0.911892
chr2	118000000	119000000	1000000	2	369	0.880605
chr2	119000000	120000000	1000000	2	370	0.928342
chr2	120000000	121000000	1000000	2	371	0.89859
chr2	121000000	122000000	1000000	2	372	0.950948
chr2	122000000	123000000	1000000	2	373	0.885353
chr2	123000000	124000000	1000000	2	374	0.938157
chr2	124000000	125000000	1000000	2	375	0.91867
chr2	125000000	126000000	1000000	2	376	0.927906
chr2	126000000	127000000	1000000	2	377	0.911419
chr2	127000000	128000000	1000000	2	378	0.928278
chr2	128000000	129000000	1000000	2	379	0.873001638889
chr2	129000000	130000000	1000000	2	380	0.907698361111
chr2	130000000	131000000	1000000	2	381	0.760008
chr2	131000000	132000000	1000000	2	382	0.5697755
chr2	132000000	133000000	1000000	2	383	0.470137166667
chr2	133000000	134000000	1000000	2	384	0.914299333333
chr2	134000000	135000000	1000000	2	385	0.912354
chr2	135000000	136000000	1000000	2	386	0.896705
chr2	136000000	137000000	1000000	2	387	0.867044
chr2	137000000	138000000	1000000	2	388	0.920308
chr2	138000000	139000000	1000000	2	389	0.911584
chr2	139000000	140000000	1000000	2	390	0.927006
chr2	140000000	141000000	1000000	2	391	0.930559
chr2	141000000	142000000	1000000	2	392	0.94279
chr2	142000000	143000000	1000000	2	393	0.953531
chr2	143000000	144000000	1000000	2	394	0.921758
chr2	144000000	145000000	1000000	2	395	0.943401
chr2	145000000	146000000	1000000	2	396	0.947466
chr2	146000000	147000000	1000000	2	397	0.950369
chr2	147000000	148000000	1000000	2	398	0.923261
chr2	148000000	149000000	1000000	2	399	0.918282
chr2	149000000	150000000	1000000	2	400	0.817221
chr2	150000000	151000000	1000000	2	401	0.89205
chr2	151000000	152000000	1000000	2	402	0.935068
chr2	152000000	153000000	1000000	2	403	0.867276
chr2	153000000	154000000	1000000	2	404	0.908477
chr2	154000000	155000000	1000000	2	405	0.899832
chr2	155000000	156000000	1000000	2	406	0.934329
chr2	156000000	157000000	1000000	2	407	0.923079
chr2	157000000	158000000	1000000	2	408	0.905701027778
chr2	158000000	159000000	1000000	2	409	0.901877972222
chr2	159000000	160000000	1000000	2	410	0.87969225
chr2	160000000	161000000	1000000	2	411	0.89763475
chr2	161000000	162000000	1000000	2	412	0.899625888889
chr2	162000000	163000000	1000000	2	413	0.911599111111
chr2	163000000	164000000	1000000	2	414	0.944883
chr2	164000000	165000000	1000000	2	415	0.947815
chr2	165000000	166000000	1000000	2	416	0.927053
chr2	166000000	167000000	1000000	2	417	0.930195
chr2	167000000	168000000	1000000	2	418	0.896626
chr2	168000000	169000000	1000000	2	419	0.9169005
chr2	169000000	170000000	1000000	2	420	0.921085
chr2	170000000	171000000	1000000	2	421	0.8676785
chr2	171000000	172000000	1000000	2	422	0.900352
chr2	172000000	173000000	1000000	2	423	0.866046
chr2	173000000	174000000	1000000	2	424	0.904515
chr2	174000000	175000000	1000000	2	425	0.915821
chr2	175000000	176000000	1000000	2	426	0.900314
chr2	176000000	177000000	1000000	2	427	0.891677
chr2	177000000	178000000	1000000	2	428	0.939524
chr2	178000000	179000000	1000000	2	429	0.898008
chr2	179000000	180000000	1000000	2	430	0.90641
chr2	180000000	181000000	1000000	2	431	0.921961
chr2	181000000	182000000	1000000	2	432	0.923264722222
chr2	182000000	183000000	1000000	2	433	0.931783277778
chr2	183000000	184000000	1000000	2	434	0.896285
chr2	184000000	185000000	1000000	2	435	0.883856583333
chr2	185000000	186000000	1000000	2	436	0.937126416667
chr2	186000000	187000000	1000000	2	437	0.914253
chr2	187000000	188000000	1000000	2	438	0.90484175
chr2	188000000	189000000	1000000	2	439	0.91462725
chr2	189000000	190000000	1000000	2	440	0.936181
chr2	190000000	191000000	1000000	2	441	0.901201
chr2	191000000	192000000	1000000	2	442	0.904883
chr2	192000000	193000000	1000000	2	443	0.934735222222
chr2	193000000	194000000	1000000	2	444	0.923488777778
chr2	194000000	195000000	1000000	2	445	0.910824083333
chr2	195000000	196000000	1000000	2	446	0.908620916667
chr2	196000000	197000000	1000000	2	447	0.885264
chr2	197000000	198000000	1000000	2	448	0.897492
chr2	198000000	199000000	1000000	2	449	0.863254
chr2	199000000	200000000	1000000	2	450	0.928383
chr2	200000000	201000000	1000000	2	451	0.916119
chr2	201000000	202000000	1000000	2	452	0.890511
chr2	202000000	203000000	1000000	2	453	0.87544
chr2	203000000	204000000	1000000	2	454	0.821624
chr2	204000000	205000000	1000000	2	455	0.880083
chr2	205000000	206000000	1000000	2	456	0.937058
chr2	206000000	207000000	1000000	2	457	0.918182
chr2	207000000	208000000	1000000	2	458	0.884367
chr2	208000000	209000000	1000000	2	459	0.892323
chr2	209000000	210000000	1000000	2	460	0.860217
chr2	210000000	211000000	1000000	2	461	0.904531
chr2	211000000	212000000	1000000	2	462	0.915053
chr2	212000000	213000000	1000000	2	463	0.927797
chr2	213000000	214000000	1000000	2	464	0.939445
chr2	214000000	215000000	1000000	2	465	0.911334
chr2	215000000	216000000	1000000	2	466	0.915742
chr2	216000000	217000000	1000000	2	467	0.892146
chr2	217000000	218000000	1000000	2	468	0.925056694445
chr2	218000000	219000000	1000000	2	469	0.943038333333
chr2	219000000	220000000	1000000	2	470	0.867079972222
chr2	220000000	221000000	1000000	2	471	0.916021
chr2	221000000	222000000	1000000	2	472	0.936124
chr2	222000000	223000000	1000000	2	473	0.936291
chr2	223000000	224000000	1000000	2	474	0.906455833333
chr2	224000000	225000000	1000000	2	475	0.894711166667
chr2	225000000	226000000	1000000	2	476	0.9077195
chr2	226000000	227000000	1000000	2	477	0.9281155
chr2	227000000	228000000	1000000	2	478	0.928122
chr2	228000000	229000000	1000000	2	479	0.88175275
chr2	229000000	230000000	1000000	2	480	0.90253325
chr2	230000000	231000000	1000000	2	481	0.902113
chr2	231000000	232000000	1000000	2	482	0.881104
chr2	232000000	233000000	1000000	2	483	0.839367
chr2	233000000	234000000	1000000	2	484	0.874056
chr2	234000000	235000000	1000000	2	485	0.843579
chr2	235000000	236000000	1000000	2	486	0.901579916667
chr2	236000000	237000000	1000000	2	487	0.929260083333
chr2	237000000	238000000	1000000	2	488	0.930612
chr2	238000000	239000000	1000000	2	489	0.91817
chr2	239000000	240000000	1000000	2	490	0.898859
chr2	240000000	241000000	1000000	2	491	0.92444
chr2	241000000	242000000	1000000	2	492	0.913649
chr2	242000000	243000000	1000000	2	493	0.877621
chr2	243000000	243199373	199373	2	494	0.209800223701
chr3	1	1000000	999999	3	495	0.842062258729
chr3	1000000	2000000	1000000	3	496	0.91651825
chr3	2000000	3000000	1000000	3	497	0.927743833333
chr3	3000000	4000000	1000000	3	498	0.918437
chr3	4000000	5000000	1000000	3	499	0.893776
chr3	5000000	6000000	1000000	3	500	0.889896
chr3	6000000	7000000	1000000	3	501	0.900203
chr3	7000000	8000000	1000000	3	502	0.945458
chr3	8000000	9000000	1000000	3	503	0.916526
chr3	9000000	10000000	1000000	3	504	0.88619
chr3	10000000	11000000	1000000	3	505	0.900946
chr3	11000000	12000000	1000000	3	506	0.876912
chr3	12000000	13000000	1000000	3	507	0.893508
chr3	13000000	14000000	1000000	3	508	0.930154527778
chr3	14000000	15000000	1000000	3	509	0.915491472222
chr3	15000000	16000000	1000000	3	510	0.869424
chr3	16000000	17000000	1000000	3	511	0.9209
chr3	17000000	18000000	1000000	3	512	0.910192
chr3	18000000	19000000	1000000	3	513	0.9388945
chr3	19000000	20000000	1000000	3	514	0.8735875
chr3	20000000	21000000	1000000	3	515	0.896556
chr3	21000000	22000000	1000000	3	516	0.915185
chr3	22000000	23000000	1000000	3	517	0.893717
chr3	23000000	24000000	1000000	3	518	0.894826
chr3	24000000	25000000	1000000	3	519	0.928559
chr3	25000000	26000000	1000000	3	520	0.933421
chr3	26000000	27000000	1000000	3	521	0.87311825
chr3	27000000	28000000	1000000	3	522	0.890519416667
chr3	28000000	29000000	1000000	3	523	0.915393333333
chr3	29000000	30000000	1000000	3	524	0.93349
chr3	30000000	31000000	1000000	3	525	0.925943
chr3	31000000	32000000	1000000	3	526	0.942273
chr3	32000000	33000000	1000000	3	527	0.8523935
chr3	33000000	34000000	1000000	3	528	0.8777065
chr3	34000000	35000000	1000000	3	529	0.900038
chr3	35000000	36000000	1000000	3	530	0.921272
chr3	36000000	37000000	1000000	3	531	0.908242
chr3	37000000	38000000	1000000	3	532	0.899742
chr3	38000000	39000000	1000000	3	533	0.9036
chr3	39000000	40000000	1000000	3	534	0.881232444445
chr3	40000000	41000000	1000000	3	535	0.882793583333
chr3	41000000	42000000	1000000	3	536	0.880349388889
chr3	42000000	43000000	1000000	3	537	0.896212583333
chr3	43000000	44000000	1000000	3	538	0.89709
chr3	44000000	45000000	1000000	3	539	0.895976
chr3	45000000	46000000	1000000	3	540	0.918332
chr3	46000000	47000000	1000000	3	541	0.894136
chr3	47000000	48000000	1000000	3	542	0.837506
chr3	48000000	49000000	1000000	3	543	0.819833
chr3	49000000	50000000	1000000	3	544	0.812674
chr3	50000000	51000000	1000000	3	545	0.878691
chr3	51000000	52000000	1000000	3	546	0.824254
chr3	52000000	53000000	1000000	3	547	0.906605222222
