chr	bin_start	bin_end	bin_len	chr_ind	bin_ind
chr7	20000000	30000000	10000000	7	106	0.550069999999
chr7	30000000	40000000	10000000	7	107	0.6685846
chr7	40000000	50000000	10000000	7	108	0.814359999999
chr7	50000000	60000000	10000000	7	109	0.794532099999
chr7	60000000	70000000	10000000	7	110	0.864410599999
chr7	70000000	80000000	10000000	7	111	0.899987999999
chr7	80000000	90000000	10000000	7	112	0.866950099998
chr7	90000000	100000000	10000000	7	113	0.894603699999
chr7	100000000	110000000	10000000	7	114	0.797190752777
chr7	110000000	120000000	10000000	7	115	0.928051097221
chr7	120000000	130000000	10000000	7	116	0.915705949999
chr7	130000000	140000000	10000000	7	117	0.935483799999
chr7	140000000	145441459	5441459	7	118	0.886595212791
chr8	1	10000000	9999999	8	119	0.585641908564
chr8	10000000	20000000	10000000	8	120	0.879965083332
chr8	20000000	30000000	10000000	8	121	0.762032016666
chr8	30000000	40000000	10000000	8	122	0.880174599999
chr8	40000000	50000000	10000000	8	123	0.877856199999
chr8	50000000	60000000	10000000	8	124	0.817363199999
chr8	60000000	70000000	10000000	8	125	0.839180383332
chr8	70000000	80000000	10000000	8	126	0.842587916666
chr8	80000000	90000000	10000000	8	127	0.903978599999
chr8	90000000	100000000	10000000	8	128	0.902459999999
chr8	100000000	110000000	10000000	8	129	0.895116199999
chr8	110000000	120000000	10000000	8	130	0.935534299999
chr8	120000000	129401213	9401213	8	131	0.90341900561
chr9	1	10000000	9999999	9	132	0.546539204654
chr9	10000000	20000000	10000000	9	133	0.822638099999
chr9	20000000	30000000	10000000	9	134	0.894384699999
chr9	30000000	40000000	10000000	9	135	0.867397499998
chr9	40000000	50000000	10000000	9	136	0.946294999999
chr9	50000000	60000000	10000000	9	137	0.911682399999
chr9	60000000	70000000	10000000	9	138	0.940753299999
chr9	70000000	80000000	10000000	9	139	0.896801099999
chr9	80000000	90000000	10000000	9	140	0.824937499999
chr9	90000000	100000000	10000000	9	141	0.887198099999
chr9	100000000	110000000	10000000	9	142	0.898334299998
chr9	110000000	120000000	10000000	9	143	0.910734999999
chr9	120000000	124595110	4595110	9	144	0.850501184955
chr10	1	10000000	9999999	10	145	0.588066661584
chr10	10000000	20000000	10000000	10	146	0.870871347221
chr10	20000000	30000000	10000000	10	147	0.857411999999
chr10	30000000	40000000	10000000	10	148	0.839400099999
chr10	40000000	50000000	10000000	10	149	0.870789799999
chr10	50000000	60000000	10000000	10	150	0.818292099999
chr10	60000000	70000000	10000000	10	151	0.905920499999
chr10	70000000	80000000	10000000	10	152	0.877146999999
chr10	80000000	90000000	10000000	10	153	0.863099599999
chr10	90000000	100000000	10000000	10	154	0.914309616666
chr10	100000000	110000000	10000000	10	155	0.866091883333
chr10	110000000	120000000	10000000	10	156	0.886736199999
chr10	120000000	130000000	10000000	10	157	0.88662881111
chr10	130000000	130694993	694993	10	158	0.60973044173
chr11	1	10000000	9999999	11	159	0.609486110948
chr11	10000000	20000000	10000000	11	160	0.840090749999
chr11	20000000	30000000	10000000	11	161	0.859033633332
chr11	30000000	40000000	10000000	11	162	0.902438716666
chr11	40000000	50000000	10000000	11	163	0.863945899999
chr11	50000000	60000000	10000000	11	164	0.912679919443
chr11	60000000	70000000	10000000	11	165	0.928076880555
chr11	70000000	80000000	10000000	11	166	0.903773899999
chr11	80000000	90000000	10000000	11	167	0.924803299999
chr11	90000000	100000000	10000000	11	168	0.911342999999
chr11	100000000	110000000	10000000	11	169	0.925741999999
chr11	110000000	120000000	10000000	11	170	0.933899299999
chr11	120000000	122082543	2082543	11	171	0.860079959934
chr12	1	10000000	9999999	12	172	0.603353010335
chr12	10000000	20000000	10000000	12	173	0.742989449999
chr12	20000000	30000000	10000000	12	174	0.61658925
chr12	30000000	40000000	10000000	12	175	0.885406099999
chr12	40000000	50000000	10000000	12	176	0.846112799999
chr12	50000000	60000000	10000000	12	177	0.862987699999
chr12	60000000	70000000	10000000	12	178	0.843569899999
chr12	70000000	80000000	10000000	12	179	0.910857899999
chr12	80000000	90000000	10000000	12	180	0.866973899999
chr12	90000000	100000000	10000000	12	181	0.874410399999
chr12	100000000	110000000	10000000	12	182	0.902743799999
chr12	110000000	120000000	10000000	12	183	0.835605499999
chr12	120000000	120129022	129022	12	184	0.210487358745
chr13	1	10000000	9999999	13	185	0.567591006759
chr13	10000000	20000000	10000000	13	186	0.807263399999
chr13	20000000	30000000	10000000	13	187	0.840838999999
chr13	30000000	40000000	10000000	13	188	0.878879199999
chr13	40000000	50000000	10000000	13	189	0.931147649999
chr13	50000000	60000000	10000000	13	190	0.886337749999
chr13	60000000	70000000	10000000	13	191	0.663921941666
chr13	70000000	80000000	10000000	13	192	0.858123758332
chr13	80000000	90000000	10000000	13	193	0.839295299999
chr13	90000000	100000000	10000000	13	194	0.905507899999
chr13	100000000	110000000	10000000	13	195	0.880221299999
chr13	110000000	120000000	10000000	13	196	0.872812749999
chr13	120000000	120421639	421639	13	197	0.171974129528
chr14	1	10000000	9999999	14	198	0.229628872963
chr14	10000000	20000000	10000000	14	199	0.821491499999
chr14	20000000	30000000	10000000	14	200	0.886210199999
chr14	30000000	40000000	10000000	14	201	0.898602699999
chr14	40000000	50000000	10000000	14	202	0.623986008333
chr14	50000000	60000000	10000000	14	203	0.779421491666
chr14	60000000	70000000	10000000	14	204	0.886484899999
chr14	70000000	80000000	10000000	14	205	0.909142899999
chr14	80000000	90000000	10000000	14	206	0.847785899999
chr14	90000000	100000000	10000000	14	207	0.869578399999
chr14	100000000	110000000	10000000	14	208	0.868560499999
chr14	110000000	120000000	10000000	14	209	0.867601747221
chr14	120000000	124902244	4902244	14	210	0.842279582121
chr15	1	10000000	9999999	15	211	0.578853007885
chr15	10000000	20000000	10000000	15	212	0.860786449999
chr15	20000000	30000000	10000000	15	213	0.857666199999
chr15	30000000	40000000	10000000	15	214	0.857616149999
chr15	40000000	50000000	10000000	15	215	0.851874399999
chr15	50000000	60000000	10000000	15	216	0.88785813611
chr15	60000000	70000000	10000000	15	217	0.872495305555
chr15	70000000	80000000	10000000	15	218	0.891514258332
chr15	80000000	90000000	10000000	15	219	0.922070399999
chr15	90000000	100000000	10000000	15	220	0.913790224999
chr15	100000000	104043685	4043685	15	221	0.864831768547
chr16	1	10000000	9999999	16	222	0.594616909461
chr16	10000000	20000000	10000000	16	223	0.858861599999
chr16	20000000	30000000	10000000	16	224	0.899214899999
chr16	30000000	40000000	10000000	16	225	0.910281999999
chr16	40000000	50000000	10000000	16	226	0.878153199999
chr16	50000000	60000000	10000000	16	227	0.848066499999
chr16	60000000	70000000	10000000	16	228	0.850442399999
chr16	70000000	80000000	10000000	16	229	0.879884549999
chr16	80000000	90000000	10000000	16	230	0.868101349999
chr16	90000000	98207768	8207768	16	231	0.917375771342
chr17	1	10000000	9999999	17	232	0.550943632872
chr17	10000000	20000000	10000000	17	233	0.785708172221
chr17	20000000	30000000	10000000	17	234	0.835644399999
chr17	30000000	40000000	10000000	17	235	0.813277499998
chr17	40000000	50000000	10000000	17	236	0.885998899999
chr17	50000000	60000000	10000000	17	237	0.851316099999
chr17	60000000	70000000	10000000	17	238	0.889488099999
chr17	70000000	80000000	10000000	17	239	0.898917099999
chr17	80000000	90000000	10000000	17	240	0.904594599999
chr17	90000000	94987271	4987271	17	241	0.824143404278
chr18	1	10000000	9999999	18	242	0.565090806508
chr18	10000000	20000000	10000000	18	243	0.865524649999
chr18	20000000	30000000	10000000	18	244	0.881541349999
chr18	30000000	40000000	10000000	18	245	0.901404599999
chr18	40000000	50000000	10000000	18	246	0.879073399999
chr18	50000000	60000000	10000000	18	247	0.891327099999
chr18	60000000	70000000	10000000	18	248	0.921408099999
chr18	70000000	80000000	10000000	18	249	0.891823299999
chr18	80000000	90000000	10000000	18	250	0.871027849999
chr18	90000000	90702639	702639	18	251	0.557011495234
chr19	1	10000000	9999999	19	252	0.550258605025
chr19	10000000	20000000	10000000	19	253	0.880107999999
chr19	20000000	30000000	10000000	19	254	0.917239799999
chr19	30000000	40000000	10000000	19	255	0.854875799999
chr19	40000000	50000000	10000000	19	256	0.920533349999
chr19	50000000	60000000	10000000	19	257	0.922773849999
chr19	60000000	61431566	1431566	19	258	0.80199690409
chrX	1	10000000	9999999	20	259	0.356933385693
chrX	10000000	20000000	10000000	20	260	0.810507449999
chrX	20000000	30000000	10000000	20	261	0.3708255
chrX	30000000	40000000	10000000	20	262	0.34272645
chrX	40000000	50000000	10000000	20	263	0.813299949999
chrX	50000000	60000000	10000000	20	264	0.702175249999
chrX	60000000	70000000	10000000	20	265	0.776929299999
chrX	70000000	80000000	10000000	20	266	0.736454499999
chrX	80000000	90000000	10000000	20	267	0.805986599999
chrX	90000000	100000000	10000000	20	268	0.765913499999
chrX	100000000	110000000	10000000	20	269	0.803577299999
chrX	110000000	120000000	10000000	20	270	0.768317599999
chrX	120000000	130000000	10000000	20	271	0.542557666666
chrX	130000000	140000000	10000000	20	272	0.818969927777
chrX	140000000	150000000	10000000	20	273	0.656790755555
chrX	150000000	160000000	10000000	20	274	0.784728249999
chrX	160000000	170000000	10000000	20	275	0.861481549999
chrX	170000000	171031299	1031299	20	276	0.00913992935124
chrY	1	10000000	9999999	21	277	0.254868775487
chrY	10000000	20000000	10000000	21	278	0.02188835
chrY	20000000	30000000	10000000	21	279	0.0201227
chrY	30000000	40000000	10000000	21	280	0.0240771
chrY	40000000	50000000	10000000	21	281	0.0351343
chrY	50000000	60000000	10000000	21	282	0.0040966
chrY	60000000	70000000	10000000	21	283	0.0029692
chrY	70000000	80000000	10000000	21	284	0.0134445
chrY	80000000	90000000	10000000	21	285	0.0436116
chrY	90000000	91744698	1744698	21	286	0.0279079817825
chrM	1	16299	16298	22	287	0.605225930925
