chr	bin_start	bin_end	bin_len	chr_ind	bin_ind
chr1	185000000	187500000	2500000	1	75
chr1	187500000	190000000	2500000	1	76
chr1	190000000	192500000	2500000	1	77
chr1	192500000	195000000	2500000	1	78
chr1	195000000	195471971	471971	1	79
chr2	1	2500000	2499999	2	80
chr2	2500000	5000000	2500000	2	81
chr2	5000000	7500000	2500000	2	82
chr2	7500000	10000000	2500000	2	83
chr2	10000000	12500000	2500000	2	84
chr2	12500000	15000000	2500000	2	85
chr2	15000000	17500000	2500000	2	86
chr2	17500000	20000000	2500000	2	87
chr2	20000000	22500000	2500000	2	88
chr2	22500000	25000000	2500000	2	89
chr2	25000000	27500000	2500000	2	90
chr2	27500000	30000000	2500000	2	91
chr2	30000000	32500000	2500000	2	92
chr2	32500000	35000000	2500000	2	93
chr2	35000000	37500000	2500000	2	94
chr2	37500000	40000000	2500000	2	95
chr2	40000000	42500000	2500000	2	96
chr2	42500000	45000000	2500000	2	97
chr2	45000000	47500000	2500000	2	98
chr2	47500000	50000000	2500000	2	99
chr2	50000000	52500000	2500000	2	100
chr2	52500000	55000000	2500000	2	101
chr2	55000000	57500000	2500000	2	102
chr2	57500000	60000000	2500000	2	103
chr2	60000000	62500000	2500000	2	104
chr2	62500000	65000000	2500000	2	105
chr2	65000000	67500000	2500000	2	106
chr2	67500000	70000000	2500000	2	107
chr2	70000000	72500000	2500000	2	108
chr2	72500000	75000000	2500000	2	109
chr2	75000000	77500000	2500000	2	110
chr2	77500000	80000000	2500000	2	111
chr2	80000000	82500000	2500000	2	112
chr2	82500000	85000000	2500000	2	113
chr2	85000000	87500000	2500000	2	114
chr2	87500000	90000000	2500000	2	115
chr2	90000000	92500000	2500000	2	116
chr2	92500000	95000000	2500000	2	117
chr2	95000000	97500000	2500000	2	118
chr2	97500000	100000000	2500000	2	119
chr2	100000000	102500000	2500000	2	120
chr2	102500000	105000000	2500000	2	121
chr2	105000000	107500000	2500000	2	122
chr2	107500000	110000000	2500000	2	123
chr2	110000000	112500000	2500000	2	124
chr2	112500000	115000000	2500000	2	125
chr2	115000000	117500000	2500000	2	126
chr2	117500000	120000000	2500000	2	127
chr2	120000000	122500000	2500000	2	128
chr2	122500000	125000000	2500000	2	129
chr2	125000000	127500000	2500000	2	130
chr2	127500000	130000000	2500000	2	131
chr2	130000000	132500000	2500000	2	132
chr2	132500000	135000000	2500000	2	133
chr2	135000000	137500000	2500000	2	134
chr2	137500000	140000000	2500000	2	135
chr2	140000000	142500000	2500000	2	136
chr2	142500000	145000000	2500000	2	137
chr2	145000000	147500000	2500000	2	138
chr2	147500000	150000000	2500000	2	139
chr2	150000000	152500000	2500000	2	140
chr2	152500000	155000000	2500000	2	141
chr2	155000000	157500000	2500000	2	142
chr2	157500000	160000000	2500000	2	143
chr2	160000000	162500000	2500000	2	144
chr2	162500000	165000000	2500000	2	145
chr2	165000000	167500000	2500000	2	146
chr2	167500000	170000000	2500000	2	147
chr2	170000000	172500000	2500000	2	148
chr2	172500000	175000000	2500000	2	149
chr2	175000000	177500000	2500000	2	150
chr2	177500000	180000000	2500000	2	151
chr2	180000000	182113224	2113224	2	152
chr3	1	2500000	2499999	3	153
chr3	2500000	5000000	2500000	3	154
chr3	5000000	7500000	2500000	3	155
chr3	7500000	10000000	2500000	3	156
chr3	10000000	12500000	2500000	3	157
chr3	12500000	15000000	2500000	3	158
chr3	15000000	17500000	2500000	3	159
chr3	17500000	20000000	2500000	3	160
chr3	20000000	22500000	2500000	3	161
chr3	22500000	25000000	2500000	3	162
chr3	25000000	27500000	2500000	3	163
chr3	27500000	30000000	2500000	3	164
chr3	30000000	32500000	2500000	3	165
chr3	32500000	35000000	2500000	3	166
chr3	35000000	37500000	2500000	3	167
chr3	37500000	40000000	2500000	3	168
chr3	40000000	42500000	2500000	3	169
chr3	42500000	45000000	2500000	3	170
chr3	45000000	47500000	2500000	3	171
chr3	47500000	50000000	2500000	3	172
chr3	50000000	52500000	2500000	3	173
chr3	52500000	55000000	2500000	3	174
chr3	55000000	57500000	2500000	3	175
chr3	57500000	60000000	2500000	3	176
chr3	60000000	62500000	2500000	3	177
chr3	62500000	65000000	2500000	3	178
chr3	65000000	67500000	2500000	3	179
chr3	67500000	70000000	2500000	3	180
chr3	70000000	72500000	2500000	3	181
chr3	72500000	75000000	2500000	3	182
chr3	75000000	77500000	2500000	3	183
chr3	77500000	80000000	2500000	3	184
chr3	80000000	82500000	2500000	3	185
chr3	82500000	85000000	2500000	3	186
chr3	85000000	87500000	2500000	3	187
chr3	87500000	90000000	2500000	3	188
chr3	90000000	92500000	2500000	3	189
chr3	92500000	95000000	2500000	3	190
chr3	95000000	97500000	2500000	3	191
chr3	97500000	100000000	2500000	3	192
chr3	100000000	102500000	2500000	3	193
chr3	102500000	105000000	2500000	3	194
chr3	105000000	107500000	2500000	3	195
chr3	107500000	110000000	2500000	3	196
chr3	110000000	112500000	2500000	3	197
chr3	112500000	115000000	2500000	3	198
chr3	115000000	117500000	2500000	3	199
chr3	117500000	120000000	2500000	3	200
chr3	120000000	122500000	2500000	3	201
chr3	122500000	125000000	2500000	3	202
chr3	125000000	127500000	2500000	3	203
chr3	127500000	130000000	2500000	3	204
chr3	130000000	132500000	2500000	3	205
chr3	132500000	135000000	2500000	3	206
chr3	135000000	137500000	2500000	3	207
chr3	137500000	140000000	2500000	3	208
chr3	140000000	142500000	2500000	3	209
chr3	142500000	145000000	2500000	3	210
chr3	145000000	147500000	2500000	3	211
chr3	147500000	150000000	2500000	3	212
chr3	150000000	152500000	2500000	3	213
chr3	152500000	155000000	2500000	3	214
chr3	155000000	157500000	2500000	3	215
chr3	157500000	160000000	2500000	3	216
chr3	160000000	160039680	39680	3	217
chr4	1	2500000	2499999	4	218
chr4	2500000	5000000	2500000	4	219
chr4	5000000	7500000	2500000	4	220
chr4	7500000	10000000	2500000	4	221
chr4	10000000	12500000	2500000	4	222
chr4	12500000	15000000	2500000	4	223
chr4	15000000	17500000	2500000	4	224
chr4	17500000	20000000	2500000	4	225
chr4	20000000	22500000	2500000	4	226
chr4	22500000	25000000	2500000	4	227
chr4	25000000	27500000	2500000	4	228
chr4	27500000	30000000	2500000	4	229
chr4	30000000	32500000	2500000	4	230
chr4	32500000	35000000	2500000	4	231
chr4	35000000	37500000	2500000	4	232
chr4	37500000	40000000	2500000	4	233
chr4	40000000	42500000	2500000	4	234
chr4	42500000	45000000	2500000	4	235
chr4	45000000	47500000	2500000	4	236
chr4	47500000	50000000	2500000	4	237
chr4	50000000	52500000	2500000	4	238
chr4	52500000	55000000	2500000	4	239
chr4	55000000	57500000	2500000	4	240
chr4	57500000	60000000	2500000	4	241
chr4	60000000	62500000	2500000	4	242
chr4	62500000	65000000	2500000	4	243
chr4	65000000	67500000	2500000	4	244
chr4	67500000	70000000	2500000	4	245
chr4	70000000	72500000	2500000	4	246
chr4	72500000	75000000	2500000	4	247
chr4	75000000	77500000	2500000	4	248
chr4	77500000	80000000	2500000	4	249
chr4	80000000	82500000	2500000	4	250
chr4	82500000	85000000	2500000	4	251
chr4	85000000	87500000	2500000	4	252
chr4	87500000	90000000	2500000	4	253
chr4	90000000	92500000	2500000	4	254
chr4	92500000	95000000	2500000	4	255
chr4	95000000	97500000	2500000	4	256
chr4	97500000	100000000	2500000	4	257
chr4	100000000	102500000	2500000	4	258
chr4	102500000	105000000	2500000	4	259
chr4	105000000	107500000	2500000	4	260
chr4	107500000	110000000	2500000	4	261
chr4	110000000	112500000	2500000	4	262
chr4	112500000	115000000	2500000	4	263
chr4	115000000	117500000	2500000	4	264
chr4	117500000	120000000	2500000	4	265
chr4	120000000	122500000	2500000	4	266
chr4	122500000	125000000	2500000	4	267
chr4	125000000	127500000	2500000	4	268
chr4	127500000	130000000	2500000	4	269
chr4	130000000	132500000	2500000	4	270
chr4	132500000	135000000	2500000	4	271
chr4	135000000	137500000	2500000	4	272
chr4	137500000	140000000	2500000	4	273
chr4	140000000	142500000	2500000	4	274
chr4	142500000	145000000	2500000	4	275
chr4	145000000	147500000	2500000	4	276
chr4	147500000	150000000	2500000	4	277
chr4	150000000	152500000	2500000	4	278
chr4	152500000	155000000	2500000	4	279
chr4	155000000	156508116	1508116	4	280
chr5	1	2500000	2499999	5	281
chr5	2500000	5000000	2500000	5	282
chr5	5000000	7500000	2500000	5	283
chr5	7500000	10000000	2500000	5	284
chr5	10000000	12500000	2500000	5	285
chr5	12500000	15000000	2500000	5	286
chr5	15000000	17500000	2500000	5	287
chr5	17500000	20000000	2500000	5	288
chr5	20000000	22500000	2500000	5	289
chr5	22500000	25000000	2500000	5	290
chr5	25000000	27500000	2500000	5	291
chr5	27500000	30000000	2500000	5	292
chr5	30000000	32500000	2500000	5	293
chr5	32500000	35000000	2500000	5	294
chr5	35000000	37500000	2500000	5	295
chr5	37500000	40000000	2500000	5	296
chr5	40000000	42500000	2500000	5	297
chr5	42500000	45000000	2500000	5	298
chr5	45000000	47500000	2500000	5	299
chr5	47500000	50000000	2500000	5	300
chr5	50000000	52500000	2500000	5	301
chr5	52500000	55000000	2500000	5	302
chr5	55000000	57500000	2500000	5	303
chr5	57500000	60000000	2500000	5	304
chr5	60000000	62500000	2500000	5	305
chr5	62500000	65000000	2500000	5	306
chr5	65000000	67500000	2500000	5	307
chr5	67500000	70000000	2500000	5	308
chr5	70000000	72500000	2500000	5	309
chr5	72500000	75000000	2500000	5	310
chr5	75000000	77500000	2500000	5	311
chr5	77500000	80000000	2500000	5	312
chr5	80000000	82500000	2500000	5	313
chr5	82500000	85000000	2500000	5	314
chr5	85000000	87500000	2500000	5	315
chr5	87500000	90000000	2500000	5	316
chr5	90000000	92500000	2500000	5	317
chr5	92500000	95000000	2500000	5	318
chr5	95000000	97500000	2500000	5	319
chr5	97500000	100000000	2500000	5	320
chr5	100000000	102500000	2500000	5	321
chr5	102500000	105000000	2500000	5	322
chr5	105000000	107500000	2500000	5	323
chr5	107500000	110000000	2500000	5	324
chr5	110000000	112500000	2500000	5	325
chr5	112500000	115000000	2500000	5	326
chr5	115000000	117500000	2500000	5	327
chr5	117500000	120000000	2500000	5	328
chr5	120000000	122500000	2500000	5	329
chr5	122500000	125000000	2500000	5	330
chr5	125000000	127500000	2500000	5	331
chr5	127500000	130000000	2500000	5	332
chr5	130000000	132500000	2500000	5	333
chr5	132500000	135000000	2500000	5	334
chr5	135000000	137500000	2500000	5	335
chr5	137500000	140000000	2500000	5	336
chr5	140000000	142500000	2500000	5	337
chr5	142500000	145000000	2500000	5	338
chr5	145000000	147500000	2500000	5	339
chr5	147500000	150000000	2500000	5	340
chr5	150000000	151834684	1834684	5	341
chr6	1	2500000	2499999	6	342
chr6	2500000	5000000	2500000	6	343
chr6	5000000	7500000	2500000	6	344
chr6	7500000	10000000	2500000	6	345
chr6	10000000	12500000	2500000	6	346
chr6	12500000	15000000	2500000	6	347
chr6	15000000	17500000	2500000	6	348
chr6	17500000	20000000	2500000	6	349
chr6	20000000	22500000	2500000	6	350
chr6	22500000	25000000	2500000	6	351
chr6	25000000	27500000	2500000	6	352
chr6	27500000	30000000	2500000	6	353
chr6	30000000	32500000	2500000	6	354
chr6	32500000	35000000	2500000	6	355
chr6	35000000	37500000	2500000	6	356
chr6	37500000	40000000	2500000	6	357
chr6	40000000	42500000	2500000	6	358
chr6	42500000	45000000	2500000	6	359
chr6	45000000	47500000	2500000	6	360
chr6	47500000	50000000	2500000	6	361
chr6	50000000	52500000	2500000	6	362
chr6	52500000	55000000	2500000	6	363
chr6	55000000	57500000	2500000	6	364
chr6	57500000	60000000	2500000	6	365
chr6	60000000	62500000	2500000	6	366
chr6	62500000	65000000	2500000	6	367
chr6	65000000	67500000	2500000	6	368
chr6	67500000	70000000	2500000	6	369
chr6	70000000	72500000	2500000	6	370
chr6	72500000	75000000	2500000	6	371
chr6	75000000	77500000	2500000	6	372
chr6	77500000	80000000	2500000	6	373
chr6	80000000	82500000	2500000	6	374
chr6	82500000	85000000	2500000	6	375
chr6	85000000	87500000	2500000	6	376
chr6	87500000	90000000	2500000	6	377
chr6	90000000	92500000	2500000	6	378
chr6	92500000	95000000	2500000	6	379
chr6	95000000	97500000	2500000	6	380
chr6	97500000	100000000	2500000	6	381
chr6	100000000	102500000	2500000	6	382
chr6	102500000	105000000	2500000	6	383
chr6	105000000	107500000	2500000	6	384
chr6	107500000	110000000	2500000	6	385
chr6	110000000	112500000	2500000	6	386
chr6	112500000	115000000	2500000	6	387
chr6	115000000	117500000	2500000	6	388
chr6	117500000	120000000	2500000	6	389
chr6	120000000	122500000	2500000	6	390
chr6	122500000	125000000	2500000	6	391
chr6	125000000	127500000	2500000	6	392
chr6	127500000	130000000	2500000	6	393
chr6	130000000	132500000	2500000	6	394
chr6	132500000	135000000	2500000	6	395
chr6	135000000	137500000	2500000	6	396
chr6	137500000	140000000	2500000	6	397
chr6	140000000	142500000	2500000	6	398
chr6	142500000	145000000	2500000	6	399
chr6	145000000	147500000	2500000	6	400
chr6	147500000	149736546	2236546	6	401
chr7	1	2500000	2499999	7	402
chr7	2500000	5000000	2500000	7	403
chr7	5000000	7500000	2500000	7	404
chr7	7500000	10000000	2500000	7	405
chr7	10000000	12500000	2500000	7	406
chr7	12500000	15000000	2500000	7	407
chr7	15000000	17500000	2500000	7	408
chr7	17500000	20000000	2500000	7	409
chr7	20000000	22500000	2500000	7	410
chr7	22500000	25000000	2500000	7	411
chr7	25000000	27500000	2500000	7	412
chr7	27500000	30000000	2500000	7	413
chr7	30000000	32500000	2500000	7	414
chr7	32500000	35000000	2500000	7	415
chr7	35000000	37500000	2500000	7	416
chr7	37500000	40000000	2500000	7	417
chr7	40000000	42500000	2500000	7	418
chr7	42500000	45000000	2500000	7	419
chr7	45000000	47500000	2500000	7	420
chr7	47500000	50000000	2500000	7	421
chr7	50000000	52500000	2500000	7	422
chr7	52500000	55000000	2500000	7	423
chr7	55000000	57500000	2500000	7	424
chr7	57500000	60000000	2500000	7	425
chr7	60000000	62500000	2500000	7	426
chr7	62500000	65000000	2500000	7	427
chr7	65000000	67500000	2500000	7	428
chr7	67500000	70000000	2500000	7	429
chr7	70000000	72500000	2500000	7	430
chr7	72500000	75000000	2500000	7	431
chr7	75000000	77500000	2500000	7	432
chr7	77500000	80000000	2500000	7	433
chr7	80000000	82500000	2500000	7	434
chr7	82500000	85000000	2500000	7	435
chr7	85000000	87500000	2500000	7	436
chr7	87500000	90000000	2500000	7	437
chr7	90000000	92500000	2500000	7	438
chr7	92500000	95000000	2500000	7	439
chr7	95000000	97500000	2500000	7	440
chr7	97500000	100000000	2500000	7	441
chr7	100000000	102500000	2500000	7	442
chr7	102500000	105000000	2500000	7	443
chr7	105000000	107500000	2500000	7	444
chr7	107500000	110000000	2500000	7	445
chr7	110000000	112500000	2500000	7	446
chr7	112500000	115000000	2500000	7	447
chr7	115000000	117500000	2500000	7	448
chr7	117500000	120000000	2500000	7	449
chr7	120000000	122500000	2500000	7	450
chr7	122500000	125000000	2500000	7	451
chr7	125000000	127500000	2500000	7	452
chr7	127500000	130000000	2500000	7	453
chr7	130000000	132500000	2500000	7	454
chr7	132500000	135000000	2500000	7	455
chr7	135000000	137500000	2500000	7	456
chr7	137500000	140000000	2500000	7	457
chr7	140000000	142500000	2500000	7	458
chr7	142500000	145000000	2500000	7	459
chr7	145000000	145441459	441459	7	460
chr8	1	2500000	2499999	8	461
chr8	2500000	5000000	2500000	8	462
chr8	5000000	7500000	2500000	8	463
chr8	7500000	10000000	2500000	8	464
chr8	10000000	12500000	2500000	8	465
chr8	12500000	15000000	2500000	8	466
chr8	15000000	17500000	2500000	8	467
chr8	17500000	20000000	2500000	8	468
chr8	20000000	22500000	2500000	8	469
chr8	22500000	25000000	2500000	8	470
chr8	25000000	27500000	2500000	8	471
chr8	27500000	30000000	2500000	8	472
chr8	30000000	32500000	2500000	8	473
chr8	32500000	35000000	2500000	8	474
chr8	35000000	37500000	2500000	8	475
chr8	37500000	40000000	2500000	8	476
chr8	40000000	42500000	2500000	8	477
chr8	42500000	45000000	2500000	8	478
chr8	45000000	47500000	2500000	8	479
chr8	47500000	50000000	2500000	8	480
chr8	50000000	52500000	2500000	8	481
chr8	52500000	55000000	2500000	8	482
chr8	55000000	57500000	2500000	8	483
chr8	57500000	60000000	2500000	8	484
chr8	60000000	62500000	2500000	8	485
chr8	62500000	65000000	2500000	8	486
chr8	65000000	67500000	2500000	8	487
chr8	67500000	70000000	2500000	8	488
chr8	70000000	72500000	2500000	8	489
chr8	72500000	75000000	2500000	8	490
chr8	75000000	77500000	2500000	8	491
chr8	77500000	80000000	2500000	8	492
chr8	80000000	82500000	2500000	8	493
chr8	82500000	85000000	2500000	8	494
chr8	85000000	87500000	2500000	8	495
chr8	87500000	90000000	2500000	8	496
chr8	90000000	92500000	2500000	8	497
chr8	92500000	95000000	2500000	8	498
chr8	95000000	97500000	2500000	8	499
chr8	97500000	100000000	2500000	8	500
chr8	100000000	102500000	2500000	8	501
chr8	102500000	105000000	2500000	8	502
chr8	105000000	107500000	2500000	8	503
chr8	107500000	110000000	2500000	8	504
chr8	110000000	112500000	2500000	8	505
chr8	112500000	115000000	2500000	8	506
chr8	115000000	117500000	2500000	8	507
chr8	117500000	120000000	2500000	8	508
chr8	120000000	122500000	2500000	8	509
chr8	122500000	125000000	2500000	8	510
chr8	125000000	127500000	2500000	8	511
chr8	127500000	129401213	1901213	8	512
chr9	1	2500000	2499999	9	513
chr9	2500000	5000000	2500000	9	514
chr9	5000000	7500000	2500000	9	515
chr9	7500000	10000000	2500000	9	516
chr9	10000000	12500000	2500000	9	517
chr9	12500000	15000000	2500000	9	518
chr9	15000000	17500000	2500000	9	519
chr9	17500000	20000000	2500000	9	520
chr9	20000000	22500000	2500000	9	521
chr9	22500000	25000000	2500000	9	522
chr9	25000000	27500000	2500000	9	523
chr9	27500000	30000000	2500000	9	524
chr9	30000000	32500000	2500000	9	525
chr9	32500000	35000000	2500000	9	526
chr9	35000000	37500000	2500000	9	527
chr9	37500000	40000000	2500000	9	528
chr9	40000000	42500000	2500000	9	529
chr9	42500000	45000000	2500000	9	530
chr9	45000000	47500000	2500000	9	531
chr9	47500000	50000000	2500000	9	532
chr9	50000000	52500000	2500000	9	533
chr9	52500000	55000000	2500000	9	534
chr9	55000000	57500000	2500000	9	535
chr9	57500000	60000000	2500000	9	536
chr9	60000000	62500000	2500000	9	537
chr9	62500000	65000000	2500000	9	538
chr9	65000000	67500000	2500000	9	539
chr9	67500000	70000000	2500000	9	540
chr9	70000000	72500000	2500000	9	541
chr9	72500000	75000000	2500000	9	542
chr9	75000000	77500000	2500000	9	543
chr9	77500000	80000000	2500000	9	544
chr9	80000000	82500000	2500000	9	545
chr9	82500000	85000000	2500000	9	546
chr9	85000000	87500000	2500000	9	547
chr9	87500000	90000000	2500000	9	548
chr9	90000000	92500000	2500000	9	549
chr9	92500000	95000000	2500000	9	550
chr9	95000000	97500000	2500000	9	551
chr9	97500000	100000000	2500000	9	552
chr9	100000000	102500000	2500000	9	553
chr9	102500000	105000000	2500000	9	554
chr9	105000000	107500000	2500000	9	555
chr9	107500000	110000000	2500000	9	556
chr9	110000000	112500000	2500000	9	557
chr9	112500000	115000000	2500000	9	558
chr9	115000000	117500000	2500000	9	559
chr9	117500000	120000000	2500000	9	560
chr9	120000000	122500000	2500000	9	561
chr9	122500000	124595110	2095110	9	562
chr10	1	2500000	2499999	10	563
chr10	2500000	5000000	2500000	10	564
chr10	5000000	7500000	2500000	10	565
chr10	7500000	10000000	2500000	10	566
chr10	10000000	12500000	2500000	10	567
chr10	12500000	15000000	2500000	10	568
chr10	15000000	17500000	2500000	10	569
chr10	17500000	20000000	2500000	10	570
chr10	20000000	22500000	2500000	10	571
chr10	22500000	25000000	2500000	10	572
chr10	25000000	27500000	2500000	10	573
chr10	27500000	30000000	2500000	10	574
chr10	30000000	32500000	2500000	10	575
chr10	32500000	35000000	2500000	10	576
chr10	35000000	37500000	2500000	10	577
chr10	37500000	40000000	2500000	10	578
chr10	40000000	42500000	2500000	10	579
chr10	42500000	45000000	2500000	10	580
chr10	45000000	47500000	2500000	10	581
chr10	47500000	50000000	2500000	10	582
chr10	50000000	52500000	2500000	10	583
chr10	52500000	55000000	2500000	10	584
chr10	55000000	57500000	2500000	10	585
chr10	57500000	60000000	2500000	10	586
chr10	60000000	62500000	2500000	10	587
chr10	62500000	65000000	2500000	10	588
chr10	65000000	67500000	2500000	10	589
chr10	67500000	70000000	2500000	10	590
chr10	70000000	72500000	2500000	10	591
chr10	72500000	75000000	2500000	10	592
chr10	75000000	77500000	2500000	10	593
chr10	77500000	80000000	2500000	10	594
chr10	80000000	82500000	2500000	10	595
chr10	82500000	85000000	2500000	10	596
chr10	85000000	87500000	2500000	10	597
chr10	87500000	90000000	2500000	10	598
chr10	90000000	92500000	2500000	10	599
chr10	92500000	95000000	2500000	10	600
chr10	95000000	97500000	2500000	10	601
chr10	97500000	100000000	2500000	10	602
chr10	100000000	102500000	2500000	10	603
chr10	102500000	105000000	2500000	10	604
chr10	105000000	107500000	2500000	10	605
chr10	107500000	110000000	2500000	10	606
chr10	110000000	112500000	2500000	10	607
chr10	112500000	115000000	2500000	10	608
chr10	115000000	117500000	2500000	10	609
chr10	117500000	120000000	2500000	10	610
chr10	120000000	122500000	2500000	10	611
chr10	122500000	125000000	2500000	10	612
chr10	125000000	127500000	2500000	10	613
chr10	127500000	130000000	2500000	10	614
chr10	130000000	130694993	694993	10	615
chr11	1	2500000	2499999	11	616
chr11	2500000	5000000	2500000	11	617
chr11	5000000	7500000	2500000	11	618
chr11	7500000	10000000	2500000	11	619
chr11	10000000	12500000	2500000	11	620
chr11	12500000	15000000	2500000	11	621
chr11	15000000	17500000	2500000	11	622
chr11	17500000	20000000	2500000	11	623
chr11	20000000	22500000	2500000	11	624
chr11	22500000	25000000	2500000	11	625
chr11	25000000	27500000	2500000	11	626
chr11	27500000	30000000	2500000	11	627
chr11	30000000	32500000	2500000	11	628
chr11	32500000	35000000	2500000	11	629
chr11	35000000	37500000	2500000	11	630
chr11	37500000	40000000	2500000	11	631
chr11	40000000	42500000	2500000	11	632
chr11	42500000	45000000	2500000	11	633
chr11	45000000	47500000	2500000	11	634
chr11	47500000	50000000	2500000	11	635
chr11	50000000	52500000	2500000	11	636
chr11	52500000	55000000	2500000	11	637
chr11	55000000	57500000	2500000	11	638
chr11	57500000	60000000	2500000	11	639
chr11	60000000	62500000	2500000	11	640
chr11	62500000	65000000	2500000	11	641
chr11	65000000	67500000	2500000	11	642
chr11	67500000	70000000	2500000	11	643
chr11	70000000	72500000	2500000	11	644
chr11	72500000	75000000	2500000	11	645
chr11	75000000	77500000	2500000	11	646
chr11	77500000	80000000	2500000	11	647
chr11	80000000	82500000	2500000	11	648
chr11	82500000	85000000	2500000	11	649
chr11	85000000	87500000	2500000	11	650
chr11	87500000	90000000	2500000	11	651
chr11	90000000	92500000	2500000	11	652
chr11	92500000	95000000	2500000	11	653
chr11	95000000	97500000	2500000	11	654
chr11	97500000	100000000	2500000	11	655
chr11	100000000	102500000	2500000	11	656
chr11	102500000	105000000	2500000	11	657
chr11	105000000	107500000	2500000	11	658
chr11	107500000	110000000	2500000	11	659
chr11	110000000	112500000	2500000	11	660
chr11	112500000	115000000	2500000	11	661
chr11	115000000	117500000	2500000	11	662
chr11	117500000	120000000	2500000	11	663
chr11	120000000	122082543	2082543	11	664
chr12	1	2500000	2499999	12	665
chr12	2500000	5000000	2500000	12	666
chr12	5000000	7500000	2500000	12	667
chr12	7500000	10000000	2500000	12	668
chr12	10000000	12500000	2500000	12	669
chr12	12500000	15000000	2500000	12	670
chr12	15000000	17500000	2500000	12	671
chr12	17500000	20000000	2500000	12	672
chr12	20000000	22500000	2500000	12	673
chr12	22500000	25000000	2500000	12	674
chr12	25000000	27500000	2500000	12	675
chr12	27500000	30000000	2500000	12	676
chr12	30000000	32500000	2500000	12	677
chr12	32500000	35000000	2500000	12	678
chr12	35000000	37500000	2500000	12	679
chr12	37500000	40000000	2500000	12	680
chr12	40000000	42500000	2500000	12	681
chr12	42500000	45000000	2500000	12	682
chr12	45000000	47500000	2500000	12	683
chr12	47500000	50000000	2500000	12	684
chr12	50000000	52500000	2500000	12	685
chr12	52500000	55000000	2500000	12	686
chr12	55000000	57500000	2500000	12	687
chr12	57500000	60000000	2500000	12	688
chr12	60000000	62500000	2500000	12	689
chr12	62500000	65000000	2500000	12	690
chr12	65000000	67500000	2500000	12	691
chr12	67500000	70000000	2500000	12	692
chr12	70000000	72500000	2500000	12	693
chr12	72500000	75000000	2500000	12	694
chr12	75000000	77500000	2500000	12	695
chr12	77500000	80000000	2500000	12	696
chr12	80000000	82500000	2500000	12	697
chr12	82500000	85000000	2500000	12	698
