chr	bin_start	bin_end	bin_len	chr_ind	bin_ind
chr1	79000000	80000000	1000000	1	80
chr1	80000000	81000000	1000000	1	81
chr1	81000000	82000000	1000000	1	82
chr1	82000000	83000000	1000000	1	83
chr1	83000000	84000000	1000000	1	84
chr1	84000000	85000000	1000000	1	85
chr1	85000000	86000000	1000000	1	86
chr1	86000000	87000000	1000000	1	87
chr1	87000000	88000000	1000000	1	88
chr1	88000000	89000000	1000000	1	89
chr1	89000000	90000000	1000000	1	90
chr1	90000000	91000000	1000000	1	91
chr1	91000000	92000000	1000000	1	92
chr1	92000000	93000000	1000000	1	93
chr1	93000000	94000000	1000000	1	94
chr1	94000000	95000000	1000000	1	95
chr1	95000000	96000000	1000000	1	96
chr1	96000000	97000000	1000000	1	97
chr1	97000000	98000000	1000000	1	98
chr1	98000000	99000000	1000000	1	99
chr1	99000000	100000000	1000000	1	100
chr1	100000000	101000000	1000000	1	101
chr1	101000000	102000000	1000000	1	102
chr1	102000000	103000000	1000000	1	103
chr1	103000000	104000000	1000000	1	104
chr1	104000000	105000000	1000000	1	105
chr1	105000000	106000000	1000000	1	106
chr1	106000000	107000000	1000000	1	107
chr1	107000000	108000000	1000000	1	108
chr1	108000000	109000000	1000000	1	109
chr1	109000000	110000000	1000000	1	110
chr1	110000000	111000000	1000000	1	111
chr1	111000000	112000000	1000000	1	112
chr1	112000000	113000000	1000000	1	113
chr1	113000000	114000000	1000000	1	114
chr1	114000000	115000000	1000000	1	115
chr1	115000000	116000000	1000000	1	116
chr1	116000000	117000000	1000000	1	117
chr1	117000000	118000000	1000000	1	118
chr1	118000000	119000000	1000000	1	119
chr1	119000000	120000000	1000000	1	120
chr1	120000000	121000000	1000000	1	121
chr1	121000000	122000000	1000000	1	122
chr1	122000000	123000000	1000000	1	123
chr1	123000000	124000000	1000000	1	124
chr1	124000000	125000000	1000000	1	125
chr1	125000000	126000000	1000000	1	126
chr1	126000000	127000000	1000000	1	127
chr1	127000000	128000000	1000000	1	128
chr1	128000000	129000000	1000000	1	129
chr1	129000000	130000000	1000000	1	130
chr1	130000000	131000000	1000000	1	131
chr1	131000000	132000000	1000000	1	132
chr1	132000000	133000000	1000000	1	133
chr1	133000000	134000000	1000000	1	134
chr1	134000000	135000000	1000000	1	135
chr1	135000000	136000000	1000000	1	136
chr1	136000000	137000000	1000000	1	137
chr1	137000000	138000000	1000000	1	138
chr1	138000000	139000000	1000000	1	139
chr1	139000000	140000000	1000000	1	140
chr1	140000000	141000000	1000000	1	141
chr1	141000000	142000000	1000000	1	142
chr1	142000000	143000000	1000000	1	143
chr1	143000000	144000000	1000000	1	144
chr1	144000000	145000000	1000000	1	145
chr1	145000000	146000000	1000000	1	146
chr1	146000000	147000000	1000000	1	147
chr1	147000000	148000000	1000000	1	148
chr1	148000000	149000000	1000000	1	149
chr1	149000000	150000000	1000000	1	150
chr1	150000000	151000000	1000000	1	151
chr1	151000000	152000000	1000000	1	152
chr1	152000000	153000000	1000000	1	153
chr1	153000000	154000000	1000000	1	154
chr1	154000000	155000000	1000000	1	155
chr1	155000000	156000000	1000000	1	156
chr1	156000000	157000000	1000000	1	157
chr1	157000000	158000000	1000000	1	158
chr1	158000000	159000000	1000000	1	159
chr1	159000000	160000000	1000000	1	160
chr1	160000000	161000000	1000000	1	161
chr1	161000000	162000000	1000000	1	162
chr1	162000000	163000000	1000000	1	163
chr1	163000000	164000000	1000000	1	164
chr1	164000000	165000000	1000000	1	165
chr1	165000000	166000000	1000000	1	166
chr1	166000000	167000000	1000000	1	167
chr1	167000000	168000000	1000000	1	168
chr1	168000000	169000000	1000000	1	169
chr1	169000000	170000000	1000000	1	170
chr1	170000000	171000000	1000000	1	171
chr1	171000000	172000000	1000000	1	172
chr1	172000000	173000000	1000000	1	173
chr1	173000000	174000000	1000000	1	174
chr1	174000000	175000000	1000000	1	175
chr1	175000000	176000000	1000000	1	176
chr1	176000000	177000000	1000000	1	177
chr1	177000000	178000000	1000000	1	178
chr1	178000000	179000000	1000000	1	179
chr1	179000000	180000000	1000000	1	180
chr1	180000000	181000000	1000000	1	181
chr1	181000000	182000000	1000000	1	182
chr1	182000000	183000000	1000000	1	183
chr1	183000000	184000000	1000000	1	184
chr1	184000000	185000000	1000000	1	185
chr1	185000000	186000000	1000000	1	186
chr1	186000000	187000000	1000000	1	187
chr1	187000000	188000000	1000000	1	188
chr1	188000000	189000000	1000000	1	189
chr1	189000000	190000000	1000000	1	190
chr1	190000000	191000000	1000000	1	191
chr1	191000000	192000000	1000000	1	192
chr1	192000000	193000000	1000000	1	193
chr1	193000000	194000000	1000000	1	194
chr1	194000000	195000000	1000000	1	195
chr1	195000000	195471971	471971	1	196
chr2	1	1000000	999999	2	197
chr2	1000000	2000000	1000000	2	198
chr2	2000000	3000000	1000000	2	199
chr2	3000000	4000000	1000000	2	200
chr2	4000000	5000000	1000000	2	201
chr2	5000000	6000000	1000000	2	202
chr2	6000000	7000000	1000000	2	203
chr2	7000000	8000000	1000000	2	204
chr2	8000000	9000000	1000000	2	205
chr2	9000000	10000000	1000000	2	206
chr2	10000000	11000000	1000000	2	207
chr2	11000000	12000000	1000000	2	208
chr2	12000000	13000000	1000000	2	209
chr2	13000000	14000000	1000000	2	210
chr2	14000000	15000000	1000000	2	211
chr2	15000000	16000000	1000000	2	212
chr2	16000000	17000000	1000000	2	213
chr2	17000000	18000000	1000000	2	214
chr2	18000000	19000000	1000000	2	215
chr2	19000000	20000000	1000000	2	216
chr2	20000000	21000000	1000000	2	217
chr2	21000000	22000000	1000000	2	218
chr2	22000000	23000000	1000000	2	219
chr2	23000000	24000000	1000000	2	220
chr2	24000000	25000000	1000000	2	221
chr2	25000000	26000000	1000000	2	222
chr2	26000000	27000000	1000000	2	223
chr2	27000000	28000000	1000000	2	224
chr2	28000000	29000000	1000000	2	225
chr2	29000000	30000000	1000000	2	226
chr2	30000000	31000000	1000000	2	227
chr2	31000000	32000000	1000000	2	228
chr2	32000000	33000000	1000000	2	229
chr2	33000000	34000000	1000000	2	230
chr2	34000000	35000000	1000000	2	231
chr2	35000000	36000000	1000000	2	232
chr2	36000000	37000000	1000000	2	233
chr2	37000000	38000000	1000000	2	234
chr2	38000000	39000000	1000000	2	235
chr2	39000000	40000000	1000000	2	236
chr2	40000000	41000000	1000000	2	237
chr2	41000000	42000000	1000000	2	238
chr2	42000000	43000000	1000000	2	239
chr2	43000000	44000000	1000000	2	240
chr2	44000000	45000000	1000000	2	241
chr2	45000000	46000000	1000000	2	242
chr2	46000000	47000000	1000000	2	243
chr2	47000000	48000000	1000000	2	244
chr2	48000000	49000000	1000000	2	245
chr2	49000000	50000000	1000000	2	246
chr2	50000000	51000000	1000000	2	247
chr2	51000000	52000000	1000000	2	248
chr2	52000000	53000000	1000000	2	249
chr2	53000000	54000000	1000000	2	250
chr2	54000000	55000000	1000000	2	251
chr2	55000000	56000000	1000000	2	252
chr2	56000000	57000000	1000000	2	253
chr2	57000000	58000000	1000000	2	254
chr2	58000000	59000000	1000000	2	255
chr2	59000000	60000000	1000000	2	256
chr2	60000000	61000000	1000000	2	257
chr2	61000000	62000000	1000000	2	258
chr2	62000000	63000000	1000000	2	259
chr2	63000000	64000000	1000000	2	260
chr2	64000000	65000000	1000000	2	261
chr2	65000000	66000000	1000000	2	262
chr2	66000000	67000000	1000000	2	263
chr2	67000000	68000000	1000000	2	264
chr2	68000000	69000000	1000000	2	265
chr2	69000000	70000000	1000000	2	266
chr2	70000000	71000000	1000000	2	267
chr2	71000000	72000000	1000000	2	268
chr2	72000000	73000000	1000000	2	269
chr2	73000000	74000000	1000000	2	270
chr2	74000000	75000000	1000000	2	271
chr2	75000000	76000000	1000000	2	272
chr2	76000000	77000000	1000000	2	273
chr2	77000000	78000000	1000000	2	274
chr2	78000000	79000000	1000000	2	275
chr2	79000000	80000000	1000000	2	276
chr2	80000000	81000000	1000000	2	277
chr2	81000000	82000000	1000000	2	278
chr2	82000000	83000000	1000000	2	279
chr2	83000000	84000000	1000000	2	280
chr2	84000000	85000000	1000000	2	281
chr2	85000000	86000000	1000000	2	282
chr2	86000000	87000000	1000000	2	283
chr2	87000000	88000000	1000000	2	284
chr2	88000000	89000000	1000000	2	285
chr2	89000000	90000000	1000000	2	286
chr2	90000000	91000000	1000000	2	287
chr2	91000000	92000000	1000000	2	288
chr2	92000000	93000000	1000000	2	289
chr2	93000000	94000000	1000000	2	290
chr2	94000000	95000000	1000000	2	291
chr2	95000000	96000000	1000000	2	292
chr2	96000000	97000000	1000000	2	293
chr2	97000000	98000000	1000000	2	294
chr2	98000000	99000000	1000000	2	295
chr2	99000000	100000000	1000000	2	296
chr2	100000000	101000000	1000000	2	297
chr2	101000000	102000000	1000000	2	298
chr2	102000000	103000000	1000000	2	299
chr2	103000000	104000000	1000000	2	300
chr2	104000000	105000000	1000000	2	301
chr2	105000000	106000000	1000000	2	302
chr2	106000000	107000000	1000000	2	303
chr2	107000000	108000000	1000000	2	304
chr2	108000000	109000000	1000000	2	305
chr2	109000000	110000000	1000000	2	306
chr2	110000000	111000000	1000000	2	307
chr2	111000000	112000000	1000000	2	308
chr2	112000000	113000000	1000000	2	309
chr2	113000000	114000000	1000000	2	310
chr2	114000000	115000000	1000000	2	311
chr2	115000000	116000000	1000000	2	312
chr2	116000000	117000000	1000000	2	313
chr2	117000000	118000000	1000000	2	314
chr2	118000000	119000000	1000000	2	315
chr2	119000000	120000000	1000000	2	316
chr2	120000000	121000000	1000000	2	317
chr2	121000000	122000000	1000000	2	318
chr2	122000000	123000000	1000000	2	319
chr2	123000000	124000000	1000000	2	320
chr2	124000000	125000000	1000000	2	321
chr2	125000000	126000000	1000000	2	322
chr2	126000000	127000000	1000000	2	323
chr2	127000000	128000000	1000000	2	324
chr2	128000000	129000000	1000000	2	325
chr2	129000000	130000000	1000000	2	326
chr2	130000000	131000000	1000000	2	327
chr2	131000000	132000000	1000000	2	328
chr2	132000000	133000000	1000000	2	329
chr2	133000000	134000000	1000000	2	330
chr2	134000000	135000000	1000000	2	331
chr2	135000000	136000000	1000000	2	332
chr2	136000000	137000000	1000000	2	333
chr2	137000000	138000000	1000000	2	334
chr2	138000000	139000000	1000000	2	335
chr2	139000000	140000000	1000000	2	336
chr2	140000000	141000000	1000000	2	337
chr2	141000000	142000000	1000000	2	338
chr2	142000000	143000000	1000000	2	339
chr2	143000000	144000000	1000000	2	340
chr2	144000000	145000000	1000000	2	341
chr2	145000000	146000000	1000000	2	342
chr2	146000000	147000000	1000000	2	343
chr2	147000000	148000000	1000000	2	344
chr2	148000000	149000000	1000000	2	345
chr2	149000000	150000000	1000000	2	346
chr2	150000000	151000000	1000000	2	347
chr2	151000000	152000000	1000000	2	348
chr2	152000000	153000000	1000000	2	349
chr2	153000000	154000000	1000000	2	350
chr2	154000000	155000000	1000000	2	351
chr2	155000000	156000000	1000000	2	352
chr2	156000000	157000000	1000000	2	353
chr2	157000000	158000000	1000000	2	354
chr2	158000000	159000000	1000000	2	355
chr2	159000000	160000000	1000000	2	356
chr2	160000000	161000000	1000000	2	357
chr2	161000000	162000000	1000000	2	358
chr2	162000000	163000000	1000000	2	359
chr2	163000000	164000000	1000000	2	360
chr2	164000000	165000000	1000000	2	361
chr2	165000000	166000000	1000000	2	362
chr2	166000000	167000000	1000000	2	363
chr2	167000000	168000000	1000000	2	364
chr2	168000000	169000000	1000000	2	365
chr2	169000000	170000000	1000000	2	366
chr2	170000000	171000000	1000000	2	367
chr2	171000000	172000000	1000000	2	368
chr2	172000000	173000000	1000000	2	369
chr2	173000000	174000000	1000000	2	370
chr2	174000000	175000000	1000000	2	371
chr2	175000000	176000000	1000000	2	372
chr2	176000000	177000000	1000000	2	373
chr2	177000000	178000000	1000000	2	374
chr2	178000000	179000000	1000000	2	375
chr2	179000000	180000000	1000000	2	376
chr2	180000000	181000000	1000000	2	377
chr2	181000000	182000000	1000000	2	378
chr2	182000000	182113224	113224	2	379
chr3	1	1000000	999999	3	380
chr3	1000000	2000000	1000000	3	381
chr3	2000000	3000000	1000000	3	382
chr3	3000000	4000000	1000000	3	383
chr3	4000000	5000000	1000000	3	384
chr3	5000000	6000000	1000000	3	385
chr3	6000000	7000000	1000000	3	386
chr3	7000000	8000000	1000000	3	387
chr3	8000000	9000000	1000000	3	388
chr3	9000000	10000000	1000000	3	389
chr3	10000000	11000000	1000000	3	390
chr3	11000000	12000000	1000000	3	391
chr3	12000000	13000000	1000000	3	392
chr3	13000000	14000000	1000000	3	393
chr3	14000000	15000000	1000000	3	394
chr3	15000000	16000000	1000000	3	395
chr3	16000000	17000000	1000000	3	396
chr3	17000000	18000000	1000000	3	397
chr3	18000000	19000000	1000000	3	398
chr3	19000000	20000000	1000000	3	399
chr3	20000000	21000000	1000000	3	400
chr3	21000000	22000000	1000000	3	401
chr3	22000000	23000000	1000000	3	402
chr3	23000000	24000000	1000000	3	403
chr3	24000000	25000000	1000000	3	404
chr3	25000000	26000000	1000000	3	405
chr3	26000000	27000000	1000000	3	406
chr3	27000000	28000000	1000000	3	407
chr3	28000000	29000000	1000000	3	408
chr3	29000000	30000000	1000000	3	409
chr3	30000000	31000000	1000000	3	410
chr3	31000000	32000000	1000000	3	411
chr3	32000000	33000000	1000000	3	412
chr3	33000000	34000000	1000000	3	413
chr3	34000000	35000000	1000000	3	414
chr3	35000000	36000000	1000000	3	415
chr3	36000000	37000000	1000000	3	416
chr3	37000000	38000000	1000000	3	417
chr3	38000000	39000000	1000000	3	418
chr3	39000000	40000000	1000000	3	419
chr3	40000000	41000000	1000000	3	420
chr3	41000000	42000000	1000000	3	421
chr3	42000000	43000000	1000000	3	422
chr3	43000000	44000000	1000000	3	423
chr3	44000000	45000000	1000000	3	424
chr3	45000000	46000000	1000000	3	425
chr3	46000000	47000000	1000000	3	426
chr3	47000000	48000000	1000000	3	427
chr3	48000000	49000000	1000000	3	428
chr3	49000000	50000000	1000000	3	429
chr3	50000000	51000000	1000000	3	430
chr3	51000000	52000000	1000000	3	431
chr3	52000000	53000000	1000000	3	432
chr3	53000000	54000000	1000000	3	433
chr3	54000000	55000000	1000000	3	434
chr3	55000000	56000000	1000000	3	435
chr3	56000000	57000000	1000000	3	436
chr3	57000000	58000000	1000000	3	437
chr3	58000000	59000000	1000000	3	438
chr3	59000000	60000000	1000000	3	439
chr3	60000000	61000000	1000000	3	440
chr3	61000000	62000000	1000000	3	441
chr3	62000000	63000000	1000000	3	442
chr3	63000000	64000000	1000000	3	443
chr3	64000000	65000000	1000000	3	444
chr3	65000000	66000000	1000000	3	445
chr3	66000000	67000000	1000000	3	446
chr3	67000000	68000000	1000000	3	447
chr3	68000000	69000000	1000000	3	448
chr3	69000000	70000000	1000000	3	449
chr3	70000000	71000000	1000000	3	450
chr3	71000000	72000000	1000000	3	451
chr3	72000000	73000000	1000000	3	452
chr3	73000000	74000000	1000000	3	453
chr3	74000000	75000000	1000000	3	454
chr3	75000000	76000000	1000000	3	455
chr3	76000000	77000000	1000000	3	456
chr3	77000000	78000000	1000000	3	457
chr3	78000000	79000000	1000000	3	458
chr3	79000000	80000000	1000000	3	459
chr3	80000000	81000000	1000000	3	460
chr3	81000000	82000000	1000000	3	461
chr3	82000000	83000000	1000000	3	462
chr3	83000000	84000000	1000000	3	463
chr3	84000000	85000000	1000000	3	464
chr3	85000000	86000000	1000000	3	465
chr3	86000000	87000000	1000000	3	466
chr3	87000000	88000000	1000000	3	467
chr3	88000000	89000000	1000000	3	468
chr3	89000000	90000000	1000000	3	469
chr3	90000000	91000000	1000000	3	470
chr3	91000000	92000000	1000000	3	471
chr3	92000000	93000000	1000000	3	472
chr3	93000000	94000000	1000000	3	473
chr3	94000000	95000000	1000000	3	474
chr3	95000000	96000000	1000000	3	475
chr3	96000000	97000000	1000000	3	476
chr3	97000000	98000000	1000000	3	477
chr3	98000000	99000000	1000000	3	478
chr3	99000000	100000000	1000000	3	479
chr3	100000000	101000000	1000000	3	480
chr3	101000000	102000000	1000000	3	481
chr3	102000000	103000000	1000000	3	482
chr3	103000000	104000000	1000000	3	483
chr3	104000000	105000000	1000000	3	484
chr3	105000000	106000000	1000000	3	485
chr3	106000000	107000000	1000000	3	486
chr3	107000000	108000000	1000000	3	487
chr3	108000000	109000000	1000000	3	488
chr3	109000000	110000000	1000000	3	489
chr3	110000000	111000000	1000000	3	490
chr3	111000000	112000000	1000000	3	491
chr3	112000000	113000000	1000000	3	492
chr3	113000000	114000000	1000000	3	493
chr3	114000000	115000000	1000000	3	494
chr3	115000000	116000000	1000000	3	495
chr3	116000000	117000000	1000000	3	496
chr3	117000000	118000000	1000000	3	497
chr3	118000000	119000000	1000000	3	498
chr3	119000000	120000000	1000000	3	499
chr3	120000000	121000000	1000000	3	500
chr3	121000000	122000000	1000000	3	501
chr3	122000000	123000000	1000000	3	502
chr3	123000000	124000000	1000000	3	503
chr3	124000000	125000000	1000000	3	504
chr3	125000000	126000000	1000000	3	505
chr3	126000000	127000000	1000000	3	506
chr3	127000000	128000000	1000000	3	507
chr3	128000000	129000000	1000000	3	508
chr3	129000000	130000000	1000000	3	509
chr3	130000000	131000000	1000000	3	510
chr3	131000000	132000000	1000000	3	511
chr3	132000000	133000000	1000000	3	512
chr3	133000000	134000000	1000000	3	513
chr3	134000000	135000000	1000000	3	514
chr3	135000000	136000000	1000000	3	515
chr3	136000000	137000000	1000000	3	516
chr3	137000000	138000000	1000000	3	517
chr3	138000000	139000000	1000000	3	518
chr3	139000000	140000000	1000000	3	519
chr3	140000000	141000000	1000000	3	520
chr3	141000000	142000000	1000000	3	521
chr3	142000000	143000000	1000000	3	522
chr3	143000000	144000000	1000000	3	523
chr3	144000000	145000000	1000000	3	524
chr3	145000000	146000000	1000000	3	525
chr3	146000000	147000000	1000000	3	526
chr3	147000000	148000000	1000000	3	527
chr3	148000000	149000000	1000000	3	528
chr3	149000000	150000000	1000000	3	529
chr3	150000000	151000000	1000000	3	530
chr3	151000000	152000000	1000000	3	531
chr3	152000000	153000000	1000000	3	532
chr3	153000000	154000000	1000000	3	533
chr3	154000000	155000000	1000000	3	534
chr3	155000000	156000000	1000000	3	535
chr3	156000000	157000000	1000000	3	536
chr3	157000000	158000000	1000000	3	537
chr3	158000000	159000000	1000000	3	538
chr3	159000000	160000000	1000000	3	539
chr3	160000000	160039680	39680	3	540
chr4	1	1000000	999999	4	541
chr4	1000000	2000000	1000000	4	542
chr4	2000000	3000000	1000000	4	543
chr4	3000000	4000000	1000000	4	544
chr4	4000000	5000000	1000000	4	545
chr4	5000000	6000000	1000000	4	546
chr4	6000000	7000000	1000000	4	547
chr4	7000000	8000000	1000000	4	548
chr4	8000000	9000000	1000000	4	549
chr4	9000000	10000000	1000000	4	550
chr4	10000000	11000000	1000000	4	551
chr4	11000000	12000000	1000000	4	552
chr4	12000000	13000000	1000000	4	553
chr4	13000000	14000000	1000000	4	554
chr4	14000000	15000000	1000000	4	555
chr4	15000000	16000000	1000000	4	556
chr4	16000000	17000000	1000000	4	557
chr4	17000000	18000000	1000000	4	558
chr4	18000000	19000000	1000000	4	559
chr4	19000000	20000000	1000000	4	560
chr4	20000000	21000000	1000000	4	561
chr4	21000000	22000000	1000000	4	562
chr4	22000000	23000000	1000000	4	563
chr4	23000000	24000000	1000000	4	564
chr4	24000000	25000000	1000000	4	565
chr4	25000000	26000000	1000000	4	566
chr4	26000000	27000000	1000000	4	567
chr4	27000000	28000000	1000000	4	568
chr4	28000000	29000000	1000000	4	569
chr4	29000000	30000000	1000000	4	570
chr4	30000000	31000000	1000000	4	571
chr4	31000000	32000000	1000000	4	572
chr4	32000000	33000000	1000000	4	573
chr4	33000000	34000000	1000000	4	574
chr4	34000000	35000000	1000000	4	575
chr4	35000000	36000000	1000000	4	576
chr4	36000000	37000000	1000000	4	577
chr4	37000000	38000000	1000000	4	578
chr4	38000000	39000000	1000000	4	579
chr4	39000000	40000000	1000000	4	580
chr4	40000000	41000000	1000000	4	581
chr4	41000000	42000000	1000000	4	582
chr4	42000000	43000000	1000000	4	583
chr4	43000000	44000000	1000000	4	584
chr4	44000000	45000000	1000000	4	585
chr4	45000000	46000000	1000000	4	586
chr4	46000000	47000000	1000000	4	587
chr4	47000000	48000000	1000000	4	588
chr4	48000000	49000000	1000000	4	589
chr4	49000000	50000000	1000000	4	590
chr4	50000000	51000000	1000000	4	591
chr4	51000000	52000000	1000000	4	592
chr4	52000000	53000000	1000000	4	593
chr4	53000000	54000000	1000000	4	594
chr4	54000000	55000000	1000000	4	595
chr4	55000000	56000000	1000000	4	596
chr4	56000000	57000000	1000000	4	597
chr4	57000000	58000000	1000000	4	598
chr4	58000000	59000000	1000000	4	599
chr4	59000000	60000000	1000000	4	600
chr4	60000000	61000000	1000000	4	601
chr4	61000000	62000000	1000000	4	602
chr4	62000000	63000000	1000000	4	603
chr4	63000000	64000000	1000000	4	604
chr4	64000000	65000000	1000000	4	605
chr4	65000000	66000000	1000000	4	606
chr4	66000000	67000000	1000000	4	607
chr4	67000000	68000000	1000000	4	608
chr4	68000000	69000000	1000000	4	609
chr4	69000000	70000000	1000000	4	610
chr4	70000000	71000000	1000000	4	611
chr4	71000000	72000000	1000000	4	612
chr4	72000000	73000000	1000000	4	613
chr4	73000000	74000000	1000000	4	614
chr4	74000000	75000000	1000000	4	615
chr4	75000000	76000000	1000000	4	616
chr4	76000000	77000000	1000000	4	617
chr4	77000000	78000000	1000000	4	618
chr4	78000000	79000000	1000000	4	619
chr4	79000000	80000000	1000000	4	620
chr4	80000000	81000000	1000000	4	621
chr4	81000000	82000000	1000000	4	622
chr4	82000000	83000000	1000000	4	623
chr4	83000000	84000000	1000000	4	624
chr4	84000000	85000000	1000000	4	625
chr4	85000000	86000000	1000000	4	626
chr4	86000000	87000000	1000000	4	627
chr4	87000000	88000000	1000000	4	628
chr4	88000000	89000000	1000000	4	629
chr4	89000000	90000000	1000000	4	630
chr4	90000000	91000000	1000000	4	631
chr4	91000000	92000000	1000000	4	632
chr4	92000000	93000000	1000000	4	633
chr4	93000000	94000000	1000000	4	634
chr4	94000000	95000000	1000000	4	635
chr4	95000000	96000000	1000000	4	636
chr4	96000000	97000000	1000000	4	637
chr4	97000000	98000000	1000000	4	638
chr4	98000000	99000000	1000000	4	639
chr4	99000000	100000000	1000000	4	640
chr4	100000000	101000000	1000000	4	641
chr4	101000000	102000000	1000000	4	642
chr4	102000000	103000000	1000000	4	643
chr4	103000000	104000000	1000000	4	644
chr4	104000000	105000000	1000000	4	645
chr4	105000000	106000000	1000000	4	646
chr4	106000000	107000000	1000000	4	647
chr4	107000000	108000000	1000000	4	648
chr4	108000000	109000000	1000000	4	649
chr4	109000000	110000000	1000000	4	650
chr4	110000000	111000000	1000000	4	651
chr4	111000000	112000000	1000000	4	652
chr4	112000000	113000000	1000000	4	653
chr4	113000000	114000000	1000000	4	654
chr4	114000000	115000000	1000000	4	655
chr4	115000000	116000000	1000000	4	656
chr4	116000000	117000000	1000000	4	657
chr4	117000000	118000000	1000000	4	658
chr4	118000000	119000000	1000000	4	659
chr4	119000000	120000000	1000000	4	660
chr4	120000000	121000000	1000000	4	661
chr4	121000000	122000000	1000000	4	662
chr4	122000000	123000000	1000000	4	663
chr4	123000000	124000000	1000000	4	664
chr4	124000000	125000000	1000000	4	665
chr4	125000000	126000000	1000000	4	666
chr4	126000000	127000000	1000000	4	667
chr4	127000000	128000000	1000000	4	668
chr4	128000000	129000000	1000000	4	669
chr4	129000000	130000000	1000000	4	670
chr4	130000000	131000000	1000000	4	671
chr4	131000000	132000000	1000000	4	672
chr4	132000000	133000000	1000000	4	673
chr4	133000000	134000000	1000000	4	674
chr4	134000000	135000000	1000000	4	675
chr4	135000000	136000000	1000000	4	676
chr4	136000000	137000000	1000000	4	677
chr4	137000000	138000000	1000000	4	678
chr4	138000000	139000000	1000000	4	679
chr4	139000000	140000000	1000000	4	680
chr4	140000000	141000000	1000000	4	681
chr4	141000000	142000000	1000000	4	682
chr4	142000000	143000000	1000000	4	683
chr4	143000000	144000000	1000000	4	684
chr4	144000000	145000000	1000000	4	685
chr4	145000000	146000000	1000000	4	686
chr4	146000000	147000000	1000000	4	687
chr4	147000000	148000000	1000000	4	688
chr4	148000000	149000000	1000000	4	689
chr4	149000000	150000000	1000000	4	690
chr4	150000000	151000000	1000000	4	691
chr4	151000000	152000000	1000000	4	692
chr4	152000000	153000000	1000000	4	693
chr4	153000000	154000000	1000000	4	694
chr4	154000000	155000000	1000000	4	695
chr4	155000000	156000000	1000000	4	696
chr4	156000000	156508116	508116	4	697
