chr	bin_start	bin_end	bin_len	chr_ind	bin_ind
chr1	216000000	217000000	1000000	1	217	13.3422403
chr1	217000000	218000000	1000000	1	218	24.0875483
chr1	218000000	219000000	1000000	1	219	25.1161157
chr1	219000000	220000000	1000000	1	220	41.1117341
chr1	220000000	221000000	1000000	1	221	46.2400944
chr1	221000000	222000000	1000000	1	222	55.9262522
chr1	222000000	223000000	1000000	1	223	59.5683803
chr1	223000000	224000000	1000000	1	224	53.0901106
chr1	224000000	225000000	1000000	1	225	72.2153094
chr1	225000000	226000000	1000000	1	226	59.1844556
chr1	226000000	227000000	1000000	1	227	75.1948941
chr1	227000000	228000000	1000000	1	228	51.130922
chr1	228000000	229000000	1000000	1	229	53.8764654
chr1	229000000	230000000	1000000	1	230	63.0733809
chr1	230000000	231000000	1000000	1	231	50.8504365
chr1	231000000	232000000	1000000	1	232	55.0111853
chr1	232000000	233000000	1000000	1	233	33.5528021
chr1	233000000	234000000	1000000	1	234	50.4725153
chr1	234000000	235000000	1000000	1	235	70.1835732
chr1	235000000	236000000	1000000	1	236	77.0096532
chr1	236000000	237000000	1000000	1	237	69.5013015
chr1	237000000	238000000	1000000	1	238	28.6533487
chr1	238000000	239000000	1000000	1	239	11.47453378
chr1	239000000	240000000	1000000	1	240	5.99590492
chr1	240000000	241000000	1000000	1	241	10.97064767
chr1	241000000	242000000	1000000	1	242	35.5841636
chr1	242000000	243000000	1000000	1	243	35.1631977
chr1	243000000	244000000	1000000	1	244	51.5293293
chr1	244000000	245000000	1000000	1	245	64.1705735
chr1	245000000	246000000	1000000	1	246	57.0712378
chr1	246000000	247000000	1000000	1	247	59.3650661
chr1	247000000	248000000	1000000	1	248	49.7585272
chr1	248000000	249000000	1000000	1	249	53.1966811
chr1	249000000	249250621	250621	1	250	58.158588
chr2	1	1000000	999999	2	251	26.0749294057
chr2	1000000	2000000	1000000	2	252	11.91542385
chr2	2000000	3000000	1000000	2	253	24.9474383
chr2	3000000	4000000	1000000	2	254	61.5465038
chr2	4000000	5000000	1000000	2	255	21.93177407
chr2	5000000	6000000	1000000	2	256	12.77640563
chr2	6000000	7000000	1000000	2	257	44.112535
chr2	7000000	8000000	1000000	2	258	57.2915929
chr2	8000000	9000000	1000000	2	259	66.384465
chr2	9000000	10000000	1000000	2	260	70.2951108
chr2	10000000	11000000	1000000	2	261	71.5746715
chr2	11000000	12000000	1000000	2	262	67.6182489
chr2	12000000	13000000	1000000	2	263	66.8928791
chr2	13000000	14000000	1000000	2	264	42.9951207
chr2	14000000	15000000	1000000	2	265	27.2456789
chr2	15000000	16000000	1000000	2	266	43.6555742
chr2	16000000	17000000	1000000	2	267	29.8616714
chr2	17000000	18000000	1000000	2	268	51.7427215
chr2	18000000	19000000	1000000	2	269	50.4479363
chr2	19000000	20000000	1000000	2	270	37.5592741
chr2	20000000	21000000	1000000	2	271	71.0172976
chr2	21000000	22000000	1000000	2	272	31.925701
chr2	22000000	23000000	1000000	2	273	16.6053389
chr2	23000000	24000000	1000000	2	274	59.1891975
chr2	24000000	25000000	1000000	2	275	77.556388
chr2	25000000	26000000	1000000	2	276	78.1645377
chr2	26000000	27000000	1000000	2	277	70.4446754
chr2	27000000	28000000	1000000	2	278	73.166839
chr2	28000000	29000000	1000000	2	279	63.9765187
chr2	29000000	30000000	1000000	2	280	60.5507155
chr2	30000000	31000000	1000000	2	281	58.7393875
chr2	31000000	32000000	1000000	2	282	49.9008394
chr2	32000000	33000000	1000000	2	283	69.6799037
chr2	33000000	34000000	1000000	2	284	59.0281558
chr2	34000000	35000000	1000000	2	285	31.6870702
chr2	35000000	36000000	1000000	2	286	15.5917349
chr2	36000000	37000000	1000000	2	287	39.0150541
chr2	37000000	38000000	1000000	2	288	72.9394117
chr2	38000000	39000000	1000000	2	289	73.7683215
chr2	39000000	40000000	1000000	2	290	68.1691594
chr2	40000000	41000000	1000000	2	291	30.5322984
chr2	41000000	42000000	1000000	2	292	34.6325193
chr2	42000000	43000000	1000000	2	293	74.2525167
chr2	43000000	44000000	1000000	2	294	71.978146
chr2	44000000	45000000	1000000	2	295	65.0144244
chr2	45000000	46000000	1000000	2	296	67.6041284
chr2	46000000	47000000	1000000	2	297	70.9819315
chr2	47000000	48000000	1000000	2	298	73.207069
chr2	48000000	49000000	1000000	2	299	65.8649722
chr2	49000000	50000000	1000000	2	300	22.37608102
chr2	50000000	51000000	1000000	2	301	9.20763702
chr2	51000000	52000000	1000000	2	302	5.97606474
chr2	52000000	53000000	1000000	2	303	7.83040953
chr2	53000000	54000000	1000000	2	304	30.1773645
chr2	54000000	55000000	1000000	2	305	66.5336307
chr2	55000000	56000000	1000000	2	306	70.639732
chr2	56000000	57000000	1000000	2	307	29.622346
chr2	57000000	58000000	1000000	2	308	28.9774634
chr2	58000000	59000000	1000000	2	309	51.2749991
chr2	59000000	60000000	1000000	2	310	25.5070631
chr2	60000000	61000000	1000000	2	311	63.3145629
chr2	61000000	62000000	1000000	2	312	76.3973148
chr2	62000000	63000000	1000000	2	313	77.3951453
chr2	63000000	64000000	1000000	2	314	59.2047224
chr2	64000000	65000000	1000000	2	315	76.5894799
chr2	65000000	66000000	1000000	2	316	74.9530603
chr2	66000000	67000000	1000000	2	317	29.5176832
chr2	67000000	68000000	1000000	2	318	27.2092769
chr2	68000000	69000000	1000000	2	319	73.3036435
chr2	69000000	70000000	1000000	2	320	73.0312038
chr2	70000000	71000000	1000000	2	321	75.2460798
chr2	71000000	72000000	1000000	2	322	58.5557318
chr2	72000000	73000000	1000000	2	323	35.2781373
chr2	73000000	74000000	1000000	2	324	65.772052
chr2	74000000	75000000	1000000	2	325	79.6455443
chr2	75000000	76000000	1000000	2	326	68.1231015
chr2	76000000	77000000	1000000	2	327	34.7957401
chr2	77000000	78000000	1000000	2	328	10.4519711
chr2	78000000	79000000	1000000	2	329	9.01434216
chr2	79000000	80000000	1000000	2	330	16.3282375
chr2	80000000	81000000	1000000	2	331	34.4173383
chr2	81000000	82000000	1000000	2	332	19.3349991
chr2	82000000	83000000	1000000	2	333	8.29212914
chr2	83000000	84000000	1000000	2	334	7.72934194
chr2	84000000	85000000	1000000	2	335	41.5009664
chr2	85000000	86000000	1000000	2	336	75.5282432
chr2	86000000	87000000	1000000	2	337	69.1651594
chr2	87000000	88000000	1000000	2	338	48.3100103
chr2	88000000	89000000	1000000	2	339	44.9482787
chr2	89000000	90000000	1000000	2	340	36.554105944
chr2	90000000	91000000	1000000	2	341	10.122654301
chr2	91000000	92000000	1000000	2	342	9.560118009
chr2	92000000	93000000	1000000	2	343	7.173100667
chr2	93000000	94000000	1000000	2	344	6.3828425096e-07
chr2	94000000	95000000	1000000	2	345	-0.00390633105023
chr2	95000000	96000000	1000000	2	346	36.234837842
chr2	96000000	97000000	1000000	2	347	66.6003814
chr2	97000000	98000000	1000000	2	348	71.6017392
chr2	98000000	99000000	1000000	2	349	66.4552912
chr2	99000000	100000000	1000000	2	350	63.1509204
chr2	100000000	101000000	1000000	2	351	40.538671
chr2	101000000	102000000	1000000	2	352	44.2473423
chr2	102000000	103000000	1000000	2	353	45.7322947
chr2	103000000	104000000	1000000	2	354	32.5051477
chr2	104000000	105000000	1000000	2	355	9.02552698
chr2	105000000	106000000	1000000	2	356	32.476043
chr2	106000000	107000000	1000000	2	357	49.0662564
chr2	107000000	108000000	1000000	2	358	17.90901197
chr2	108000000	109000000	1000000	2	359	32.27963429
chr2	109000000	110000000	1000000	2	360	61.0014896
chr2	110000000	111000000	1000000	2	361	50.49025368
chr2	111000000	112000000	1000000	2	362	57.77217662
chr2	112000000	113000000	1000000	2	363	63.1740388
chr2	113000000	114000000	1000000	2	364	74.1430551
chr2	114000000	115000000	1000000	2	365	66.2774301
chr2	115000000	116000000	1000000	2	366	21.247797
chr2	116000000	117000000	1000000	2	367	6.15220401
chr2	117000000	118000000	1000000	2	368	6.71059259
chr2	118000000	119000000	1000000	2	369	40.1981789
chr2	119000000	120000000	1000000	2	370	41.5685388
chr2	120000000	121000000	1000000	2	371	65.0249277
chr2	121000000	122000000	1000000	2	372	52.9363822
chr2	122000000	123000000	1000000	2	373	64.8098755
chr2	123000000	124000000	1000000	2	374	24.621038
chr2	124000000	125000000	1000000	2	375	11.00789029
chr2	125000000	126000000	1000000	2	376	15.07376668
chr2	126000000	127000000	1000000	2	377	27.009985
chr2	127000000	128000000	1000000	2	378	46.3186509
chr2	128000000	129000000	1000000	2	379	75.4267727
chr2	129000000	130000000	1000000	2	380	41.5251314
chr2	130000000	131000000	1000000	2	381	37.0527075
chr2	131000000	132000000	1000000	2	382	56.651436
chr2	132000000	133000000	1000000	2	383	53.0633834
chr2	133000000	134000000	1000000	2	384	21.7886187
chr2	134000000	135000000	1000000	2	385	42.9282363
chr2	135000000	136000000	1000000	2	386	58.399421
chr2	136000000	137000000	1000000	2	387	69.2130545
chr2	137000000	138000000	1000000	2	388	44.0160477
chr2	138000000	139000000	1000000	2	389	29.0568931
chr2	139000000	140000000	1000000	2	390	32.2789784
chr2	140000000	141000000	1000000	2	391	7.90587421
chr2	141000000	142000000	1000000	2	392	12.37926915
chr2	142000000	143000000	1000000	2	393	14.8705916
chr2	143000000	144000000	1000000	2	394	55.8608374
chr2	144000000	145000000	1000000	2	395	59.2979178
chr2	145000000	146000000	1000000	2	396	44.5374683
chr2	146000000	147000000	1000000	2	397	24.4383963
chr2	147000000	148000000	1000000	2	398	30.2169572
chr2	148000000	149000000	1000000	2	399	49.056987
chr2	149000000	150000000	1000000	2	400	57.9795243
chr2	150000000	151000000	1000000	2	401	41.5295722
chr2	151000000	152000000	1000000	2	402	34.3029303
chr2	152000000	153000000	1000000	2	403	65.326977
chr2	153000000	154000000	1000000	2	404	53.5946053
chr2	154000000	155000000	1000000	2	405	15.41018712
chr2	155000000	156000000	1000000	2	406	25.9576086
chr2	156000000	157000000	1000000	2	407	37.7324509
chr2	157000000	158000000	1000000	2	408	61.2583758
chr2	158000000	159000000	1000000	2	409	60.8687617
chr2	159000000	160000000	1000000	2	410	51.8083506
chr2	160000000	161000000	1000000	2	411	73.3320809
chr2	161000000	162000000	1000000	2	412	62.5007645
chr2	162000000	163000000	1000000	2	413	55.1641655
chr2	163000000	164000000	1000000	2	414	30.8160836
chr2	164000000	165000000	1000000	2	415	14.9396284
chr2	165000000	166000000	1000000	2	416	20.8525711
chr2	166000000	167000000	1000000	2	417	29.0290779
chr2	167000000	168000000	1000000	2	418	12.88720215
chr2	168000000	169000000	1000000	2	419	31.3092528
chr2	169000000	170000000	1000000	2	420	64.7544322
chr2	170000000	171000000	1000000	2	421	68.3345181
chr2	171000000	172000000	1000000	2	422	72.466013
chr2	172000000	173000000	1000000	2	423	76.486441
chr2	173000000	174000000	1000000	2	424	57.7330879
chr2	174000000	175000000	1000000	2	425	69.6545619
chr2	175000000	176000000	1000000	2	426	67.3384674
chr2	176000000	177000000	1000000	2	427	38.1666487
chr2	177000000	178000000	1000000	2	428	54.8381475
chr2	178000000	179000000	1000000	2	429	66.7516473
chr2	179000000	180000000	1000000	2	430	65.2380337
chr2	180000000	181000000	1000000	2	431	44.2063278
chr2	181000000	182000000	1000000	2	432	45.7658497
chr2	182000000	183000000	1000000	2	433	63.5811448
chr2	183000000	184000000	1000000	2	434	37.8602242
chr2	184000000	185000000	1000000	2	435	33.9308363
chr2	185000000	186000000	1000000	2	436	29.4667395
chr2	186000000	187000000	1000000	2	437	28.8990728
chr2	187000000	188000000	1000000	2	438	45.920634
chr2	188000000	189000000	1000000	2	439	26.5056939
chr2	189000000	190000000	1000000	2	440	18.6027117
chr2	190000000	191000000	1000000	2	441	54.8440404
chr2	191000000	192000000	1000000	2	442	74.5594221
chr2	192000000	193000000	1000000	2	443	62.7735721
chr2	193000000	194000000	1000000	2	444	21.7963174
chr2	194000000	195000000	1000000	2	445	16.37122221
chr2	195000000	196000000	1000000	2	446	26.4405843
chr2	196000000	197000000	1000000	2	447	62.1314501
chr2	197000000	198000000	1000000	2	448	71.6870333
chr2	198000000	199000000	1000000	2	449	69.488554
chr2	199000000	200000000	1000000	2	450	31.3056818
chr2	200000000	201000000	1000000	2	451	34.1388868
chr2	201000000	202000000	1000000	2	452	66.5673835
chr2	202000000	203000000	1000000	2	453	69.5799914
chr2	203000000	204000000	1000000	2	454	76.7639899
chr2	204000000	205000000	1000000	2	455	62.2702887
chr2	205000000	206000000	1000000	2	456	22.8322751
chr2	206000000	207000000	1000000	2	457	44.8208029
chr2	207000000	208000000	1000000	2	458	56.7853589
chr2	208000000	209000000	1000000	2	459	69.7683832
chr2	209000000	210000000	1000000	2	460	38.9731435
chr2	210000000	211000000	1000000	2	461	26.8104954
chr2	211000000	212000000	1000000	2	462	26.3590785
chr2	212000000	213000000	1000000	2	463	18.3021877
chr2	213000000	214000000	1000000	2	464	56.7375787
chr2	214000000	215000000	1000000	2	465	57.7064408
chr2	215000000	216000000	1000000	2	466	48.8892897
chr2	216000000	217000000	1000000	2	467	66.6218335
chr2	217000000	218000000	1000000	2	468	63.1932144
chr2	218000000	219000000	1000000	2	469	52.9023259
chr2	219000000	220000000	1000000	2	470	76.4663093
chr2	220000000	221000000	1000000	2	471	56.1536515
chr2	221000000	222000000	1000000	2	472	21.2558548
chr2	222000000	223000000	1000000	2	473	32.2160806
chr2	223000000	224000000	1000000	2	474	59.7126352
chr2	224000000	225000000	1000000	2	475	55.0011109
chr2	225000000	226000000	1000000	2	476	57.7954674
chr2	226000000	227000000	1000000	2	477	33.7586102
chr2	227000000	228000000	1000000	2	478	44.1811841
chr2	228000000	229000000	1000000	2	479	63.9094913
chr2	229000000	230000000	1000000	2	480	27.8623513
chr2	230000000	231000000	1000000	2	481	53.6763572
chr2	231000000	232000000	1000000	2	482	79.0466053
chr2	232000000	233000000	1000000	2	483	77.4599234
chr2	233000000	234000000	1000000	2	484	66.3214574
chr2	234000000	235000000	1000000	2	485	66.0913941
chr2	235000000	236000000	1000000	2	486	36.3722273
chr2	236000000	237000000	1000000	2	487	26.2605899
chr2	237000000	238000000	1000000	2	488	48.0256971
chr2	238000000	239000000	1000000	2	489	65.3720908
chr2	239000000	240000000	1000000	2	490	54.8687221
chr2	240000000	241000000	1000000	2	491	42.2374838
chr2	241000000	242000000	1000000	2	492	57.8887512
chr2	242000000	243000000	1000000	2	493	73.6400269
chr2	243000000	243199373	199373	2	494	59.9304109195
chr3	1	1000000	999999	3	495	26.5962931352
chr3	1000000	2000000	1000000	3	496	13.03827903
chr3	2000000	3000000	1000000	3	497	38.2665725
chr3	3000000	4000000	1000000	3	498	43.8582806
chr3	4000000	5000000	1000000	3	499	68.3597283
chr3	5000000	6000000	1000000	3	500	56.4436465
chr3	6000000	7000000	1000000	3	501	29.2908456
chr3	7000000	8000000	1000000	3	502	15.9002817
chr3	8000000	9000000	1000000	3	503	42.3859205
chr3	9000000	10000000	1000000	3	504	69.8081086
chr3	10000000	11000000	1000000	3	505	69.1001578
chr3	11000000	12000000	1000000	3	506	57.2643547
chr3	12000000	13000000	1000000	3	507	65.4222489
chr3	13000000	14000000	1000000	3	508	65.7658673
chr3	14000000	15000000	1000000	3	509	62.3688617
chr3	15000000	16000000	1000000	3	510	77.2001068
chr3	16000000	17000000	1000000	3	511	74.3566551
chr3	17000000	18000000	1000000	3	512	71.2964797
chr3	18000000	19000000	1000000	3	513	39.7113491
chr3	19000000	20000000	1000000	3	514	37.7824411
chr3	20000000	21000000	1000000	3	515	32.1407249
chr3	21000000	22000000	1000000	3	516	10.78727866
chr3	22000000	23000000	1000000	3	517	31.3284589
chr3	23000000	24000000	1000000	3	518	70.5904731
chr3	24000000	25000000	1000000	3	519	43.9555669
chr3	25000000	26000000	1000000	3	520	38.0833418
chr3	26000000	27000000	1000000	3	521	24.2895653
chr3	27000000	28000000	1000000	3	522	37.6135549
chr3	28000000	29000000	1000000	3	523	35.8110444
chr3	29000000	30000000	1000000	3	524	42.1740968
chr3	30000000	31000000	1000000	3	525	32.5660818
chr3	31000000	32000000	1000000	3	526	50.2745362
chr3	32000000	33000000	1000000	3	527	61.9406819
chr3	33000000	34000000	1000000	3	528	68.3449704
chr3	34000000	35000000	1000000	3	529	43.6297547
chr3	35000000	36000000	1000000	3	530	14.9692238
chr3	36000000	37000000	1000000	3	531	40.2482937
chr3	37000000	38000000	1000000	3	532	62.278361
chr3	38000000	39000000	1000000	3	533	65.0157665
chr3	39000000	40000000	1000000	3	534	65.1944538
chr3	40000000	41000000	1000000	3	535	51.405226973
chr3	41000000	42000000	1000000	3	536	52.7087143143
chr3	42000000	43000000	1000000	3	537	66.9628548
chr3	43000000	44000000	1000000	3	538	50.3914499
chr3	44000000	45000000	1000000	3	539	59.5452136
chr3	45000000	46000000	1000000	3	540	72.4361019
